customer_id,city,account_type,income,total_transactions,total_spend,avg_transaction_amount,max_transaction_amount,avg_distance,fraud_transactions,fraud_rate_pct
328,Ahmedabad,Premium,163735168,21,325602.7195,15504.89141,62367.71875,14,2,9.52
329,Pune,Current,32034854,21,545657.3799,25983.68476,93775.99219,9,3,14.29
330,Bangalore,Premium,108190752,27,1145661.966,42431.92466,253042.6719,7,3,11.11
331,Hyderabad,Premium,154997648,22,223755.1301,10170.68773,65896.39063,4,0,0
332,Bangalore,Premium,31523384,19,851804.5833,44831.82017,257201.125,5,2,10.53
333,Chennai,Premium,16342738,17,883990.1252,51999.41913,198104.6094,5,8,47.06
334,Delhi,Premium,55292420,23,468418.9754,20366.04241,138418.5938,0,1,4.35
335,Ahmedabad,Premium,317123264,18,851645.9932,47313.66629,171377.6875,22,3,16.67
336,Hyderabad,Current,37924272,11,917741.7213,83431.06558,190966.8125,0,2,18.18
337,Pune,Premium,31524416,22,874516.9636,39750.77107,178565.4063,0,2,9.09
338,Chennai,Premium,55392708,18,625445.7561,34746.98645,181991.8594,0,0,0
339,Mumbai,Current,62867900,20,508364.8534,25418.24267,176042.9375,0,3,15
340,Chennai,Current,132693664,21,677473.0016,32260.61912,129622.3594,0,5,23.81
341,Kolkata,Current,691280512,17,1140373.486,67080.7933,174845.7969,11,0,0
342,Hyderabad,Current,60504384,27,1399816.803,51845.06677,255094.8438,3,4,14.81
343,Delhi,Current,103546096,27,1103212.333,40859.71602,233236.0625,3,3,11.11
344,Bangalore,Current,38314160,20,347605.8281,17380.2914,146697.5469,15,1,5
345,Hyderabad,Current,61295444,23,352823.6998,15340.16086,46850.69922,0,0,0
346,Kolkata,Current,86504088,27,809219.3946,29971.08869,201062.2031,0,0,0
347,Chennai,Current,15341714,16,501075.0392,31317.18995,131341.75,18,3,18.75
348,Bangalore,Premium,179993776,24,576630.2863,24026.26193,242472.7188,8,4,16.67
349,Ahmedabad,Current,57734988,20,1009199.708,50459.9854,268177.2188,0,3,15
350,Pune,Current,273841696,21,850239.7999,40487.60952,228332.625,0,2,9.52
351,Bangalore,Premium,42911000,18,538275.7227,29904.20681,265872.5625,0,2,11.11
352,Kolkata,Current,228056240,29,818351.9655,28219.03329,179818.75,3,3,10.34
353,Chennai,Current,275820192,20,965997.1979,48299.85989,200266.7344,15,4,20
354,Mumbai,Current,38875284,14,106183.0209,7584.501491,38438.03125,7,0,0
355,Ahmedabad,Current,92048080,18,1889112.985,104950.7214,250498.1094,5,2,11.11
356,Kolkata,Premium,29191396,15,1044089.733,69605.9822,234453.3438,0,3,20
357,Kolkata,Premium,173945616,22,768362.9512,34925.58869,109217.4766,0,0,0
358,Chennai,Current,112007072,19,761728.3142,40090.96391,183034.9063,0,2,10.53
359,Hyderabad,Current,72545552,12,842746.7164,70228.89303,245486.3594,0,0,0
360,Ahmedabad,Premium,245860752,19,541962.2749,28524.33026,104502.0625,5,6,31.58
361,Pune,Current,26671442,25,283608.6638,11344.34655,100561.8125,4,4,16
362,Kolkata,Premium,78411208,21,431025.215,20525.01024,69311.95313,4,4,19.05
363,Delhi,Current,46013124,27,581870.3649,21550.75425,63537.92188,3,2,7.41
364,Mumbai,Premium,43887552,17,285912.3812,16818.37536,69866.67188,0,1,5.88
365,Pune,Current,28664090,19,239123.4642,12585.44548,48261.01172,5,1,5.26
366,Chennai,Current,32805580,24,1110936.841,46289.03505,242559.9375,4,0,0
367,Bangalore,Premium,34597384,30,569553.9753,18985.13251,147531.25,3,2,6.67
368,Bangalore,Premium,81815976,25,889996.1738,35599.84695,159145.1719,0,1,4
369,Chennai,Premium,119174112,26,853886.6592,32841.79458,99312.13281,3,2,7.69
370,Chennai,Premium,32028770,36,1477059.317,41029.42547,215770.625,0,2,5.56
371,Delhi,Current,79731672,24,1099321.615,45805.06728,227070.8594,12,0,0
372,Kolkata,Premium,249730784,19,126466.3405,6656.123182,63034.30078,0,0,0
373,Chennai,Premium,42635588,21,1586686.444,75556.49734,196823.3906,4,0,0
374,Bangalore,Current,79463128,18,651282.7467,36182.37482,159496.7031,11,2,11.11
375,Bangalore,Premium,64278444,17,373694.9843,21982.0579,123715.6172,0,9,52.94
376,Bangalore,Premium,68877216,19,1003844.823,52833.93806,267251.625,0,0,0
377,Chennai,Premium,44144220,24,501792.8396,20908.03498,137354.4844,4,3,12.5
378,Pune,Current,20110286,14,1197317.315,85522.66539,265604.4688,7,1,7.14
379,Kolkata,Current,28074362,19,689459.1116,36287.32166,111019.7188,10,0,0
380,Hyderabad,Current,13444688,20,653454.8145,32672.74072,175614.375,0,1,5
381,Kolkata,Current,64168540,28,794544.7953,28376.59983,135064.3438,7,4,14.29
382,Kolkata,Current,26429054,24,1276502.026,53187.58442,226761.6094,12,7,29.17
383,Kolkata,Current,102055696,24,1187023.964,49459.33182,230296.4531,0,0,0
384,Bangalore,Current,177893040,22,635182.257,28871.92077,188972.1875,13,0,0
385,Chennai,Current,16977116,22,790856.3455,35948.01571,187856.2031,4,1,4.55
386,Bangalore,Current,50981668,24,516810.0448,21533.75187,92888.02344,4,1,4.17
387,Mumbai,Premium,81663312,16,435519.591,27219.97444,108650.3203,12,3,18.75
388,Chennai,Premium,175606320,23,1621869.016,70516.04416,265860.0313,0,1,4.35
389,Delhi,Premium,37799232,22,543180.8544,24690.03884,111784.8203,9,2,9.09
390,Hyderabad,Current,90395952,27,941968.313,34887.7153,223810.9844,3,3,11.11
391,Delhi,Premium,35841400,28,1495355.038,53405.53708,241657.6406,3,2,7.14
392,Ahmedabad,Current,255723312,33,838393.0795,25405.85089,234916.8281,3,4,12.12
393,Pune,Current,616338880,22,1021479.25,46430.87498,225155.1094,4,2,9.09
394,Mumbai,Current,125134424,25,834686.5136,33387.46054,136610.9531,0,1,4
395,Pune,Current,165218528,27,730737.0616,27064.33562,142446.9063,3,3,11.11
396,Kolkata,Current,72564208,27,454216.3819,16822.82896,53390.23047,3,1,3.7
397,Hyderabad,Premium,484144704,14,454299.3855,32449.95611,135281.0938,7,0,0
398,Mumbai,Premium,29765308,17,511427.7066,30083.98274,232891.7969,0,3,17.65
399,Ahmedabad,Premium,69991848,19,1049672.972,55245.9459,261734.7656,10,4,21.05
400,Delhi,Premium,8398151,24,806445.3903,33601.89126,197752.0469,8,0,0
401,Kolkata,Current,33656776,23,1423461.446,61889.62808,138751.2656,8,2,8.7
402,Kolkata,Premium,82243208,16,258187.8115,16136.73822,68536.35938,12,4,25
403,Ahmedabad,Premium,97422720,16,315875.6086,19742.22554,70609.6875,6,1,6.25
404,Mumbai,Premium,229931808,20,626815.9679,31340.79839,203651.0313,15,12,60
405,Hyderabad,Current,32692240,19,1328394.965,69915.52446,234334.5469,0,1,5.26
406,Ahmedabad,Premium,44949224,17,97616.18127,5742.12831,17824.14063,0,0,0
407,Chennai,Current,72805544,22,775660.9257,35257.31481,274259.25,9,6,27.27
408,Pune,Current,86037808,10,395461.3735,39546.13735,149238.7656,0,0,0
409,Chennai,Current,131713992,23,932930.6864,40562.20376,128808.6406,0,4,17.39
410,Mumbai,Premium,14730605,30,2051257.373,68375.24578,277253.125,3,5,16.67
411,Pune,Current,144394832,22,1406700.139,63940.91539,177892.5938,9,4,18.18
412,Kolkata,Premium,438518400,28,1006651.145,35951.82659,141143.5156,3,1,3.57
413,Delhi,Current,159458752,17,427802.7861,25164.86977,160192.5156,5,3,17.65
414,Delhi,Current,39527000,17,833466.5859,49027.44623,273861.6563,0,0,0
415,Chennai,Premium,40266020,24,1077982.697,44915.94571,262651.9063,4,3,12.5
416,Mumbai,Premium,184269120,23,642307.0212,27926.39223,68438.50781,4,0,0
417,Mumbai,Premium,15871235,20,729217.7165,36460.88582,199126.5938,5,1,5
418,Kolkata,Premium,24017938,16,1011782.261,63236.39131,199742.4688,0,1,6.25
419,Hyderabad,Current,44306916,23,1196631.496,52027.45633,260052,0,2,8.7
420,Chennai,Current,55253820,14,202960.0275,14497.14482,50955.98828,0,0,0
421,Ahmedabad,Current,88419664,15,477459.2668,31830.61779,164529.1094,0,0,0
422,Chennai,Premium,40731920,23,469877.7894,20429.4691,98851.21875,0,3,13.04
423,Hyderabad,Premium,343529120,16,924813.5479,57800.84674,187440.0781,0,2,12.5
424,Hyderabad,Current,40327232,17,369089.2121,21711.13012,132448.0313,0,0,0
425,Chennai,Current,181795728,18,603163.6236,33509.0902,168389.7188,0,0,0
426,Chennai,Premium,39976668,20,282334.1457,14116.70728,112935.3672,5,1,5
427,Pune,Premium,58398076,29,874327.2839,30149.21669,107521.6328,13,2,6.9
428,Hyderabad,Current,140569504,16,224784.1896,14049.01185,33547.73828,0,1,6.25
429,Ahmedabad,Premium,149150800,22,651308.6442,29604.93837,107388.4531,13,6,27.27
430,Delhi,Premium,36564804,25,605732.6192,24229.30477,267892.9688,8,0,0
431,Kolkata,Current,41916176,26,524787.2735,20184.1259,106148.0938,3,0,0
432,Chennai,Current,22636858,23,850202.365,36965.32022,254150.5469,8,5,21.74
433,Ahmedabad,Premium,246691008,20,444680.6801,22234.03401,174116.1719,5,4,20
434,Chennai,Premium,157339600,28,841116.4119,30039.87185,201173.8438,3,2,7.14
435,Kolkata,Current,54369384,21,447759.6439,21321.88781,136785.4844,4,1,4.76
436,Pune,Premium,37585176,21,1719904.807,81900.22892,257339.2656,4,2,9.52
437,Bangalore,Premium,316892992,22,1666402.486,75745.56755,237955.625,0,1,4.55
438,Bangalore,Premium,57015168,16,769089.6445,48068.10278,263105.5938,18,1,6.25
439,Pune,Current,440007360,21,309235.0289,14725.47757,124636.3516,14,1,4.76
440,Ahmedabad,Current,79296512,18,730218.7599,40567.70889,200478.8125,0,0,0
441,Pune,Premium,32229252,31,730133.2584,23552.68575,120665.0781,3,1,3.23
442,Kolkata,Current,443197312,18,863488.8267,47971.60148,227990.3125,11,3,16.67
443,Bangalore,Premium,349038432,17,1124204.69,66129.68767,271267.3438,5,2,11.76
444,Hyderabad,Premium,47721680,30,1930712.797,64357.09324,200969.2813,10,8,26.67
445,Delhi,Current,49941808,20,1298902.639,64945.13194,257676.2031,5,0,0
446,Hyderabad,Current,71261624,14,358247.0128,25589.07234,67218.47656,7,0,0
447,Ahmedabad,Premium,29673902,25,616198.1122,24647.92449,128712.6406,16,4,16
448,Bangalore,Current,577567424,23,1301723.927,56596.69249,250819.2031,0,4,17.39
449,Hyderabad,Premium,255212880,18,568521.2792,31584.51551,186659.4375,5,4,22.22
450,Hyderabad,Premium,62966496,20,1687334.027,84366.70133,267199.2188,10,2,10
451,Chennai,Current,143909392,23,918337.8198,39927.7313,158819.7656,0,1,4.35
452,Bangalore,Current,29034562,22,1623337.487,73788.06761,236430.2344,4,2,9.09
453,Mumbai,Premium,55531652,14,700589.9359,50042.13828,246035.8281,0,2,14.29
454,Hyderabad,Premium,18733034,20,1185711.402,59285.57009,205269.3281,5,1,5
455,Delhi,Premium,32014728,26,1175994.904,45230.57322,275211.5,0,3,11.54
456,Delhi,Current,34247688,24,1522545.559,63439.3983,232640.8125,0,1,4.17
457,Delhi,Current,47467564,23,501930.3699,21823.05956,88650.78906,4,2,8.7
458,Ahmedabad,Premium,161140464,23,686796.1777,29860.70338,152782.6094,0,0,0
459,Mumbai,Current,121940304,26,520592.9243,20022.80478,63786.14844,3,2,7.69
460,Hyderabad,Current,10125944,31,509007.1268,16419.58474,90174.9375,0,2,6.45
461,Delhi,Premium,104754808,30,815112.1761,27170.40587,205794.9531,10,4,13.33
462,Kolkata,Current,39289888,20,1357137.611,67856.88057,206006.2344,10,1,5
463,Kolkata,Current,74172008,25,651771.1918,26070.84767,216138.6563,8,3,12
464,Kolkata,Current,10561588,18,525421.5507,29190.08615,179174.9063,5,3,16.67
465,Delhi,Premium,101765264,15,288376.7502,19225.11668,41043.5,6,1,6.67
466,Pune,Premium,313779040,31,958549.9764,30920.96698,192204.5469,3,1,3.23
467,Kolkata,Premium,523234752,20,1493339.756,74666.98782,229921.4531,20,6,30
468,Bangalore,Premium,17464726,19,1210795.203,63726.06334,200022.3438,5,4,21.05
469,Pune,Premium,18900078,27,1308902.087,48477.85508,254756.5469,3,7,25.93
470,Delhi,Premium,78886144,22,483544.4154,21979.29161,210608.1563,4,2,9.09
471,Mumbai,Current,41578396,14,361051.6853,25789.40609,67839.34375,0,0,0
472,Hyderabad,Current,55950852,19,457989.9797,24104.73577,106053.8906,10,2,10.53
473,Mumbai,Current,76299672,22,931028.3081,42319.46855,151528.4531,0,3,13.64
474,Mumbai,Current,97214936,21,359221.5049,17105.78595,63114.67188,9,0,0
475,Ahmedabad,Premium,65622676,18,811394.397,45077.4665,156943.0781,0,6,33.33
476,Chennai,Current,441669344,16,536717.3951,33544.8372,277765.0938,6,0,0
477,Hyderabad,Premium,63090600,18,313420.0843,17412.2269,138582.1875,0,0,0
478,Pune,Current,127725096,17,276452.2277,16261.89575,135290.0469,5,0,0
479,Mumbai,Current,166315728,17,697085.6022,41005.03543,193547.0625,11,3,17.65
480,Pune,Current,52110224,16,411365.2478,25710.32799,124295.7813,6,1,6.25
481,Mumbai,Current,51781364,32,1608544.17,50267.00531,259520.7344,0,3,9.38
482,Mumbai,Current,70148168,26,822582.0076,31637.76952,216162.4844,0,1,3.85
483,Hyderabad,Premium,201002208,22,1431839.677,65083.6217,211454.1875,4,0,0
484,Pune,Premium,121990720,25,1116008.627,44640.34507,196614.2344,8,0,0
485,Hyderabad,Current,61876896,21,801870.1296,38184.29189,198767.6563,0,3,14.29
486,Delhi,Current,50173196,39,1472155.419,37747.57484,203788,0,2,5.13
487,Bangalore,Current,150700352,21,1213114.945,57767.37835,182026.0625,4,2,9.52
488,Bangalore,Current,65745964,22,353749.6919,16079.53145,179008.0313,4,2,9.09
489,Mumbai,Current,111828312,21,508019.7385,24191.41612,271901.9688,9,7,33.33
490,Delhi,Current,86956672,25,607216.1385,24288.64554,251814.2969,0,10,40
491,Chennai,Current,178652816,18,982157.2545,54564.29191,180541.4063,16,1,5.56
492,Mumbai,Current,27267826,25,714499.1226,28579.9649,146890.9844,8,2,8
493,Pune,Current,285232320,22,564934.0734,25678.82152,233523.0156,4,1,4.55
494,Bangalore,Premium,51031028,13,502083.5669,38621.81284,181090.5938,0,1,7.69
495,Bangalore,Current,200528416,21,414729.1753,19749.00835,158414.5938,0,0,0
496,Chennai,Premium,58587488,24,490340.6957,20430.86232,114126.2969,0,0,0
497,Delhi,Current,153383760,19,1038795.452,54673.44482,266711.125,0,1,5.26
498,Ahmedabad,Current,42391812,14,424598.7969,30328.48549,126854.9531,14,2,14.29
499,Ahmedabad,Current,41673788,21,890828.615,42420.41024,188339.1719,9,4,19.05
500,Ahmedabad,Current,83746840,26,1046953.667,40267.44873,225000.0938,0,1,3.85
501,Mumbai,Current,70164064,28,945652.0398,33773.28714,214786.9844,7,1,3.57
502,Delhi,Premium,34492964,17,538421.9663,31671.88037,174493.4531,5,3,17.65
503,Delhi,Current,2209756416,23,868903.4878,37778.41251,235087.5469,4,0,0
504,Pune,Current,156011216,18,927818.303,51545.46128,180684.5313,11,5,27.78
505,Pune,Current,88199312,23,752914.9985,32735.43472,148238.2656,13,5,21.74
506,Delhi,Premium,26798254,25,550920.1996,22036.80798,60601.07813,0,0,0
507,Bangalore,Current,482882752,26,1052790.995,40491.96134,229209.7969,3,3,11.54
508,Ahmedabad,Premium,42468836,25,704820.3995,28192.81598,177460.2969,8,3,12
509,Delhi,Premium,68654448,31,1165585.359,37599.5277,204216.0625,3,1,3.23
510,Chennai,Premium,70534472,16,871212.4293,54450.77683,266523.625,6,2,12.5
511,Pune,Current,58139156,23,1223079.193,53177.35623,166606.0313,8,6,26.09
512,Ahmedabad,Current,55865324,20,601495.0507,30074.75253,228836.9688,5,1,5
513,Hyderabad,Premium,127632872,22,1229660.48,55893.65816,258540.3438,4,1,4.55
514,Ahmedabad,Current,37051720,26,394130.2962,15158.85754,100948.8281,3,1,3.85
515,Bangalore,Current,95925680,18,1207007.416,67055.96755,270528.7188,5,8,44.44
516,Pune,Current,147318704,24,1785696.413,74404.01722,256309.2344,12,5,20.83
517,Ahmedabad,Premium,539541888,22,1459345.948,66333.90674,265669.625,4,3,13.64
518,Mumbai,Current,36246796,33,674062.3569,20426.13203,183784.3281,0,2,6.06
519,Ahmedabad,Premium,157351728,16,937655.4751,58603.46719,254218.125,12,3,18.75
520,Delhi,Premium,156195472,21,948307.2457,45157.48789,195182.8906,0,2,9.52
521,Chennai,Premium,370332192,21,612830.4437,29182.40208,216112.4063,4,1,4.76
522,Mumbai,Premium,210277152,26,622174.0335,23929.77052,70982.03906,0,1,3.85
523,Kolkata,Current,41766836,23,841516.0721,36587.65531,204450.9844,13,2,8.7
524,Bangalore,Current,213074944,17,263482.6495,15498.97938,65923.17969,11,2,11.76
525,Hyderabad,Premium,21962782,25,514394.8524,20575.7941,129809.6797,4,1,4
526,Hyderabad,Current,46522008,20,318162.8595,15908.14297,48928.73047,5,0,0
527,Kolkata,Premium,31241944,21,1081730.569,51510.9795,237013.5469,9,8,38.1
528,Ahmedabad,Current,46343324,19,895829.8061,47148.93716,238780.2344,5,2,10.53
529,Ahmedabad,Premium,119177824,27,793856.5574,29402.09472,233169.9688,0,1,3.7
530,Ahmedabad,Current,92151384,22,823914.7,37450.66818,168350.9531,4,1,4.55
531,Kolkata,Current,73217512,26,1281459.194,49286.89209,206040.1406,3,3,11.54
532,Chennai,Current,28259776,19,328380.1913,17283.16796,131502.6563,5,0,0
533,Bangalore,Current,580318016,29,1246736.317,42990.90747,137078.7031,10,5,17.24
534,Delhi,Current,57168292,31,738135.376,23810.81858,81096.84375,0,0,0
535,Bangalore,Current,220449664,17,1019772.698,59986.62932,277221.375,0,4,23.53
536,Mumbai,Current,589635200,20,1047646.443,52382.32215,263229.0938,0,1,5
537,Pune,Premium,184974240,33,2030658.268,61535.09903,260787.4375,12,8,24.24
538,Kolkata,Current,47811312,22,622078.6124,28276.30056,198061.8125,0,5,22.73
539,Ahmedabad,Premium,277192416,17,290218.6968,17071.68805,85609.57813,5,2,11.76
540,Chennai,Premium,74487592,33,1867735.085,56598.03287,271125.3125,6,17,51.52
541,Chennai,Premium,73679928,17,914852.5681,53814.85695,191699.5313,5,1,5.88
542,Pune,Premium,127818120,21,398744.1621,18987.81724,127120.3828,0,0,0
543,Bangalore,Premium,77193704,18,282153.9879,15675.22155,57751.76953,0,1,5.56
544,Bangalore,Current,70790584,16,590208.8633,36888.05396,128545.7734,12,1,6.25
545,Pune,Current,93813120,15,1027892.461,68526.16406,255122.8594,0,3,20
546,Bangalore,Current,56966840,20,414552.8588,20727.64294,90138.64844,0,2,10
547,Kolkata,Current,56930424,19,697265.4853,36698.18343,213245.1406,5,2,10.53
548,Bangalore,Current,375521408,28,1224459.923,43730.71155,260854.7969,0,2,7.14
549,Hyderabad,Current,218407840,24,659811.1035,27492.12931,133299.7031,8,2,8.33
550,Bangalore,Premium,30332614,31,744467.8404,24015.09163,213315.6094,6,14,45.16
551,Chennai,Premium,25968912,17,1191887.761,70111.04476,197590.9063,0,2,11.76
552,Bangalore,Premium,119252464,29,1242551.327,42846.59747,264820.9375,10,4,13.79
553,Chennai,Current,68715392,21,1343267.889,63965.13756,250039.7813,0,1,4.76
554,Bangalore,Premium,28914874,21,2023095.066,96337.86026,274469.2813,14,3,14.29
555,Chennai,Current,168520336,20,680203.9246,34010.19623,141443.5625,5,2,10
556,Ahmedabad,Premium,68520192,21,849156.1421,40436.00677,265586.125,9,1,4.76
557,Hyderabad,Current,46893364,15,752777.0891,50185.13927,203168.4844,20,3,20
558,Kolkata,Current,37384232,15,1179752.994,78650.19958,234178.2031,6,1,6.67
559,Delhi,Premium,333128768,15,412986.9379,27532.46253,62698.07031,0,1,6.67
560,Pune,Current,98197672,16,463893.0962,28993.31851,102759.3906,0,1,6.25
561,Delhi,Current,43324968,16,1022254.497,63890.90607,253823.1875,0,1,6.25
562,Chennai,Current,31321280,25,200652.3098,8026.092394,35794.12109,8,0,0
563,Pune,Current,154908304,20,381115.9472,19055.79736,60821.03906,5,2,10
564,Mumbai,Current,65359948,16,667271.281,41704.45506,206167.2969,0,1,6.25
565,Kolkata,Current,70053720,20,574195.9988,28709.79994,117244.3281,0,2,10
566,Hyderabad,Current,35085604,19,718045.6432,37791.87596,131767.8438,5,1,5.26
567,Ahmedabad,Current,54737304,17,437223.3462,25719.02037,137630.0625,0,0,0
568,Mumbai,Current,246673328,26,301900.0122,11611.53893,80185.38281,0,0,0
569,Ahmedabad,Current,139150416,20,1298589.428,64929.47141,266209.1563,5,4,20
570,Mumbai,Current,40427048,17,870516.7842,51206.86966,199177.5938,0,2,11.76
571,Hyderabad,Premium,47603504,27,614247.95,22749.92407,144836.9688,7,2,7.41
572,Kolkata,Premium,21097000,30,1390480.995,46349.36649,180163.0938,6,2,6.67
573,Bangalore,Premium,133959504,14,286426.7627,20459.05448,70252.53125,0,2,14.29
574,Kolkata,Premium,40949592,17,106415.8499,6259.755879,16387.41992,11,2,11.76
575,Hyderabad,Current,55829928,22,433431.45,19701.42954,111914.9688,4,1,4.55
576,Ahmedabad,Current,67653744,29,540284.6403,18630.50484,65579.78125,3,0,0
577,Mumbai,Current,101801032,25,1059771.564,42390.86255,181641.1875,8,3,12
578,Mumbai,Current,107952104,18,862400.5192,47911.13995,262157.3125,0,3,16.67
579,Delhi,Current,83210712,12,473134.6787,39427.88989,184270.0625,0,2,16.67
580,Kolkata,Current,80069896,17,431523.1309,25383.71358,144543.9844,0,5,29.41
581,Kolkata,Current,27947868,27,1100297.561,40751.76151,228827.9844,3,0,0
582,Delhi,Current,95394512,18,542617.296,30145.40533,116730.6719,5,1,5.56
583,Chennai,Premium,106830816,29,1186770.058,40923.10546,182303.3438,0,3,10.34
584,Mumbai,Current,112758392,21,1168787.599,55656.55232,268312.0313,4,9,42.86
585,Bangalore,Premium,14038127,25,1073892.312,42955.69249,237996.4688,4,3,12
586,Pune,Current,137973648,26,1186262.433,45625.4782,132364.8125,7,2,7.69
587,Bangalore,Premium,38188256,19,604922.2213,31838.01165,220491.6719,15,3,15.79
588,Chennai,Current,65903348,18,347121.461,19284.52561,47165.69141,5,1,5.56
589,Bangalore,Premium,51991760,23,651831.2522,28340.48923,206331.7656,4,2,8.7
590,Hyderabad,Premium,458950400,16,235528.7792,14720.5487,59594.83984,0,0,0
591,Hyderabad,Premium,82577520,24,914915.0958,38121.46233,239130.5938,4,2,8.33
592,Ahmedabad,Premium,37297304,24,753129.4996,31380.39582,98280.42188,0,1,4.17
593,Delhi,Current,34119064,23,308602.6593,13417.50693,95829.25781,0,0,0
594,Hyderabad,Current,135450432,21,1165100.11,55480.9576,243892.7969,4,2,9.52
595,Mumbai,Current,59541820,25,1563948.804,62557.95215,269260.3125,12,4,16
596,Delhi,Current,24621742,22,579859.0494,26357.22952,146645.9063,0,3,13.64
597,Hyderabad,Current,27740538,27,1227457.078,45461.37327,173666.875,7,2,7.41
598,Mumbai,Premium,139862896,16,175576.3373,10973.52108,33617.98828,0,0,0
599,Mumbai,Current,102114480,25,1370707.418,54828.29673,175218.8281,16,4,16
600,Pune,Current,41969036,14,945514.069,67536.71921,254855.5156,0,3,21.43
601,Hyderabad,Current,84695488,17,1125873.755,66227.86793,262547.625,0,2,11.76
602,Bangalore,Current,177123600,17,1569435.968,92319.76284,230199.4375,0,1,5.88
603,Ahmedabad,Current,45541288,22,838275.2551,38103.42069,188494.2344,9,3,13.64
604,Mumbai,Current,51845500,30,1115199.704,37173.32345,160157.9219,3,2,6.67
605,Kolkata,Current,27690618,32,1116128.97,34879.03033,208203.625,0,0,0
606,Kolkata,Premium,173162272,17,262407.6182,15435.74224,58511.28125,0,1,5.88
607,Mumbai,Current,38247624,17,777251.7744,45720.69261,229692.2344,5,2,11.76
608,Pune,Premium,152148544,26,1271834.242,48916.70161,207172.7969,3,1,3.85
609,Mumbai,Current,34538864,29,927998.3692,31999.94377,181422.4063,0,5,17.24
610,Chennai,Current,373511136,24,1363753.779,56823.0741,214123.3125,0,3,12.5
611,Pune,Premium,15965014,20,531493.2305,26574.66152,109377.8203,10,2,10
612,Hyderabad,Current,38827636,30,1351865.375,45062.17916,190845.3594,10,1,3.33
613,Ahmedabad,Premium,50786736,28,641226.1797,22900.93499,67478.20313,3,4,14.29
614,Mumbai,Premium,64095120,30,551534.7471,18384.49157,127609.5469,6,1,3.33
615,Mumbai,Premium,98267088,21,1287568.415,61312.78165,246631.5156,0,1,4.76
616,Delhi,Current,40064548,23,1267760.9,55120.03913,204348.7813,8,4,17.39
617,Pune,Current,23830232,17,457494.3563,26911.43272,172412.2969,0,0,0
618,Pune,Premium,38661192,26,821993.5773,31615.13759,277194.7188,3,2,7.69
619,Delhi,Premium,194894032,23,873714.1544,37987.57193,275887.0938,4,2,8.7
620,Bangalore,Current,74282720,18,1290081.383,71671.18796,268242.3125,5,4,22.22
621,Kolkata,Current,425246944,22,352525.35,16023.87955,123516.4688,4,3,13.64
622,Chennai,Current,182095744,19,829549.6837,43660.50967,256601.7656,5,1,5.26
623,Pune,Premium,46319800,23,1598890.939,69516.99734,277293.3438,0,4,17.39
624,Bangalore,Current,227678080,15,896465.2136,59764.34757,196506.1563,13,2,13.33
625,Mumbai,Premium,131885384,18,470925.6932,26162.53851,106387.75,0,1,5.56
626,Ahmedabad,Current,93187264,17,1042179.053,61304.65019,207940.5781,5,2,11.76
627,Mumbai,Premium,40924500,24,704051.9788,29335.49911,262509.6875,12,13,54.17
628,Hyderabad,Current,23725694,24,603414.9243,25142.28851,164222.0156,4,0,0
629,Pune,Premium,65823000,18,452530.4471,25140.5804,117081.6563,5,2,11.11
630,Delhi,Current,39544520,21,585415.4922,27876.9282,132764.7969,4,2,9.52
631,Kolkata,Current,151541184,22,1338805.639,60854.80178,251901.5156,9,1,4.55
632,Kolkata,Premium,47928116,25,271917.0506,10876.68202,59865.39063,0,0,0
633,Chennai,Premium,46191148,20,479292.9959,23964.64979,194115.8438,0,1,5
634,Hyderabad,Premium,100482960,15,349446.0027,23296.40018,141846.3438,0,3,20
635,Pune,Current,15905328,18,430267.6384,23903.75769,90424.35938,5,3,16.67
636,Hyderabad,Premium,39148084,16,588447.6011,36777.97507,246344.4531,6,1,6.25
637,Hyderabad,Premium,24523384,27,1643575.647,60873.17212,261912.6875,7,2,7.41
638,Chennai,Current,17135416,25,948726.0701,37949.0428,210899.7031,4,3,12
639,Kolkata,Current,73000848,28,808063.1207,28859.39717,139873.625,7,2,7.14
640,Hyderabad,Premium,31211406,21,675779.7519,32179.98818,270146.9375,0,0,0
641,Delhi,Current,23907006,16,856687.807,53542.98794,233277.5781,0,0,0
642,Mumbai,Premium,332687264,26,728209.4482,28008.0557,169046.8125,7,4,15.38
643,Hyderabad,Current,192719504,25,1514247.605,60569.9042,243978.8125,12,4,16
644,Bangalore,Current,99298592,21,1557933.357,74187.30272,194551.4688,0,1,4.76
645,Ahmedabad,Premium,27684008,23,311712.3793,13552.71214,85573.75,4,1,4.35
646,Chennai,Premium,32656622,22,556983.0511,25317.41142,148601.625,0,1,4.55
647,Pune,Premium,133296928,32,747518.2139,23359.94418,210637.625,6,5,15.63
648,Ahmedabad,Current,550504768,19,954603.6238,50242.29599,200963.5781,0,1,5.26
649,Mumbai,Premium,204229744,25,1022762.663,40910.50653,199701.75,8,2,8
650,Hyderabad,Premium,27099648,23,1222707.684,53161.20367,237907.7031,0,0,0
651,Bangalore,Current,25783462,15,104696.3102,6979.754012,20112.67969,13,1,6.67
652,Hyderabad,Current,750980736,31,1553257.61,50105.0842,238853.9844,0,1,3.23
653,Ahmedabad,Premium,18012846,29,468642.327,16160.08024,100350.3984,3,3,10.34
654,Hyderabad,Current,92525272,30,1105327.084,36844.23614,211374.5313,6,4,13.33
