customer_id,fraud_amount
1823,377491.5664
151,237465.8203
194,60517.71851
1866,25896.79004
1817,18466.68945
692,381372.3438
1182,348046.0781
933,212796.4043
100,293214.1709
343,248185.9731
592,62425.92969
1425,222364.0356
1525,167502.1094
1082,804935.957
443,380418.0703
1623,186089.6992
541,71125.84375
1033,228274.269
492,148484.9375
