customer_id,risk_score,risk_segment
631,54.75,High Risk
631,74.0,High Risk
631,29.0,Medium Risk
631,69.5,High Risk
631,27.25,Medium Risk
631,32.5,Medium Risk
632,35.5,Medium Risk
632,26.75,Medium Risk
632,19.25,Low Risk
632,20.0,Low Risk
632,23.0,Low Risk
632,31.75,Medium Risk
632,27.5,Medium Risk
632,29.75,Medium Risk
632,21.25,Low Risk
632,40.0,Medium Risk
632,27.25,Medium Risk
633,20.0,Low Risk
633,26.75,Medium Risk
633,40.0,Medium Risk
633,19.25,Low Risk
633,34.25,Medium Risk
633,32.5,Medium Risk
633,28.0,Medium Risk
633,29.0,Medium Risk
633,51.75,High Risk
633,57.5,High Risk
633,35.0,Medium Risk
634,44.0,Medium Risk
634,19.25,Low Risk
634,40.0,Medium Risk
634,20.0,Low Risk
634,29.0,Medium Risk
634,22.25,Low Risk
634,46.75,Medium Risk
634,51.75,High Risk
634,39.25,Medium Risk
635,34.25,Medium Risk
635,22.25,Low Risk
635,23.0,Low Risk
635,19.25,Low Risk
635,27.5,Medium Risk
635,31.75,Medium Risk
635,39.75,Medium Risk
635,45.5,Medium Risk
635,64.0,High Risk
635,41.5,Medium Risk
635,40.0,Medium Risk
635,35.0,Medium Risk
635,20.0,Low Risk
636,20.0,Low Risk
636,74.75,High Risk
636,19.25,Low Risk
636,44.5,Medium Risk
636,29.0,Medium Risk
636,26.75,Medium Risk
636,34.75,Medium Risk
636,23.0,Low Risk
636,74.0,High Risk
636,32.5,Medium Risk
636,27.5,Medium Risk
636,39.25,Medium Risk
637,49.5,Medium Risk
637,69.0,High Risk
637,100.0,Critical Risk
637,64.5,High Risk
637,39.25,Medium Risk
637,19.25,Low Risk
637,32.5,Medium Risk
637,31.75,Medium Risk
637,56.5,High Risk
637,28.0,Medium Risk
637,35.0,Medium Risk
637,20.0,Low Risk
637,74.0,High Risk
637,70.5,High Risk
637,42.25,Medium Risk
637,52.5,High Risk
637,40.0,Medium Risk
637,39.75,Medium Risk
638,44.5,Medium Risk
638,41.5,Medium Risk
638,27.25,Medium Risk
638,45.5,Medium Risk
638,51.75,High Risk
638,32.5,Medium Risk
638,20.0,Low Risk
638,31.75,Medium Risk
638,59.75,High Risk
638,23.0,Low Risk
638,36.5,Medium Risk
638,26.75,Medium Risk
638,27.5,Medium Risk
638,39.25,Medium Risk
638,49.0,Medium Risk
638,19.25,Low Risk
638,29.75,Medium Risk
638,28.0,Medium Risk
638,34.25,Medium Risk
638,74.0,High Risk
639,26.75,Medium Risk
639,32.5,Medium Risk
639,19.25,Low Risk
639,35.5,Medium Risk
639,37.0,Medium Risk
639,27.5,Medium Risk
639,29.0,Medium Risk
639,24.25,Low Risk
639,39.25,Medium Risk
639,69.0,High Risk
639,31.75,Medium Risk
639,36.5,Medium Risk
639,20.0,Low Risk
639,42.25,Medium Risk
639,27.25,Medium Risk
639,44.75,Medium Risk
639,40.0,Medium Risk
639,64.0,High Risk
639,22.25,Low Risk
640,20.0,Low Risk
640,26.75,Medium Risk
640,28.0,Medium Risk
640,42.25,Medium Risk
640,31.75,Medium Risk
640,19.25,Low Risk
640,23.0,Low Risk
640,35.0,Medium Risk
640,29.0,Medium Risk
640,52.5,High Risk
640,74.0,High Risk
640,64.0,High Risk
641,51.75,High Risk
641,74.0,High Risk
641,27.25,Medium Risk
641,39.25,Medium Risk
641,42.25,Medium Risk
641,26.75,Medium Risk
641,47.5,Medium Risk
641,23.0,Low Risk
641,34.25,Medium Risk
641,19.25,Low Risk
641,27.5,Medium Risk
641,31.75,Medium Risk
641,20.0,Low Risk
641,61.5,High Risk
642,19.25,Low Risk
642,20.0,Low Risk
642,23.0,Low Risk
642,57.5,High Risk
642,37.0,Medium Risk
642,29.0,Medium Risk
642,44.75,Medium Risk
642,22.25,Low Risk
642,28.0,Medium Risk
642,32.5,Medium Risk
642,59.75,High Risk
642,22.0,Low Risk
642,49.0,Medium Risk
642,77.75,Critical Risk
642,46.75,Medium Risk
643,31.75,Medium Risk
643,57.25,High Risk
643,56.5,High Risk
643,58.5,High Risk
643,20.0,Low Risk
643,74.0,High Risk
643,82.0,Critical Risk
643,39.25,Medium Risk
643,28.75,Medium Risk
643,38.0,Medium Risk
643,32.5,Medium Risk
643,40.0,Medium Risk
643,92.0,Critical Risk
643,19.25,Low Risk
643,42.25,Medium Risk
643,69.0,High Risk
643,64.0,High Risk
643,27.5,Medium Risk
644,56.5,High Risk
644,72.0,High Risk
644,19.25,Low Risk
644,82.0,Critical Risk
644,65.5,High Risk
644,74.0,High Risk
644,51.5,High Risk
644,29.0,Medium Risk
644,51.75,High Risk
644,23.0,Low Risk
644,61.5,High Risk
644,52.5,High Risk
645,29.0,Medium Risk
645,19.25,Low Risk
645,64.0,High Risk
645,31.75,Medium Risk
645,37.25,Medium Risk
645,27.5,Medium Risk
645,27.25,Medium Risk
645,23.0,Low Risk
645,41.5,Medium Risk
645,28.0,Medium Risk
645,20.0,Low Risk
645,35.5,Medium Risk
646,34.75,Medium Risk
646,51.75,High Risk
646,20.0,Low Risk
646,34.25,Medium Risk
646,31.75,Medium Risk
646,27.25,Medium Risk
646,49.0,Medium Risk
646,47.25,Medium Risk
646,26.75,Medium Risk
646,56.5,High Risk
646,19.25,Low Risk
646,39.25,Medium Risk
646,55.5,High Risk
646,38.0,Medium Risk
647,24.25,Low Risk
647,19.25,Low Risk
647,22.25,Low Risk
647,23.0,Low Risk
647,29.0,Medium Risk
647,26.75,Medium Risk
647,52.5,High Risk
647,100.0,Critical Risk
647,20.0,Low Risk
647,38.0,Medium Risk
647,31.0,Medium Risk
647,34.25,Medium Risk
647,27.5,Medium Risk
647,31.75,Medium Risk
647,27.25,Medium Risk
647,41.5,Medium Risk
647,36.25,Medium Risk
648,64.0,High Risk
648,51.5,High Risk
648,47.5,Medium Risk
648,29.0,Medium Risk
648,19.25,Low Risk
648,23.0,Low Risk
648,31.75,Medium Risk
648,74.0,High Risk
648,26.75,Medium Risk
648,34.75,Medium Risk
648,56.75,High Risk
648,51.75,High Risk
648,28.0,Medium Risk
649,37.25,Medium Risk
649,26.75,Medium Risk
649,40.0,Medium Risk
649,49.75,Medium Risk
649,29.0,Medium Risk
649,27.5,Medium Risk
649,41.5,Medium Risk
649,39.25,Medium Risk
649,32.5,Medium Risk
649,31.75,Medium Risk
649,34.75,Medium Risk
649,59.5,High Risk
649,36.5,Medium Risk
649,55.5,High Risk
649,19.25,Low Risk
649,40.5,Medium Risk
649,51.75,High Risk
649,56.75,High Risk
650,27.5,Medium Risk
650,31.75,Medium Risk
650,40.0,Medium Risk
650,56.75,High Risk
650,19.25,Low Risk
650,74.0,High Risk
650,26.75,Medium Risk
650,32.5,Medium Risk
650,64.0,High Risk
650,41.5,Medium Risk
650,42.25,Medium Risk
650,40.5,Medium Risk
650,36.5,Medium Risk
651,19.25,Low Risk
651,37.25,Medium Risk
651,29.0,Medium Risk
651,20.0,Low Risk
651,44.0,Medium Risk
651,39.25,Medium Risk
651,27.25,Medium Risk
652,67.0,High Risk
652,20.0,Low Risk
652,40.0,Medium Risk
652,32.5,Medium Risk
652,69.0,High Risk
652,39.25,Medium Risk
652,35.0,Medium Risk
652,82.0,Critical Risk
652,34.25,Medium Risk
652,19.25,Low Risk
652,31.75,Medium Risk
652,43.0,Medium Risk
652,74.0,High Risk
652,29.75,Medium Risk
652,23.0,Low Risk
652,34.75,Medium Risk
652,27.5,Medium Risk
652,51.75,High Risk
652,48.0,Medium Risk
652,47.5,Medium Risk
653,42.25,Medium Risk
653,28.0,Medium Risk
653,31.75,Medium Risk
653,19.25,Low Risk
653,47.75,Medium Risk
653,27.5,Medium Risk
653,20.0,Low Risk
653,34.75,Medium Risk
653,30.5,Medium Risk
653,23.0,Low Risk
653,22.25,Low Risk
653,36.5,Medium Risk
653,55.5,High Risk
653,27.25,Medium Risk
653,39.25,Medium Risk
653,26.75,Medium Risk
653,40.5,Medium Risk
654,20.0,Low Risk
654,92.0,Critical Risk
654,29.0,Medium Risk
654,51.5,High Risk
654,46.75,Medium Risk
654,74.0,High Risk
654,19.25,Low Risk
654,67.0,High Risk
654,26.75,Medium Risk
654,57.0,High Risk
654,22.25,Low Risk
654,32.5,Medium Risk
654,27.5,Medium Risk
654,31.75,Medium Risk
654,40.25,Medium Risk
654,40.0,Medium Risk
654,72.0,High Risk
654,49.0,Medium Risk
654,39.25,Medium Risk
655,56.5,High Risk
655,19.25,Low Risk
655,26.75,Medium Risk
655,35.0,Medium Risk
655,82.0,Critical Risk
655,22.25,Low Risk
655,38.0,Medium Risk
655,31.75,Medium Risk
655,49.75,Medium Risk
655,20.0,Low Risk
655,40.0,Medium Risk
655,44.0,Medium Risk
655,72.75,High Risk
655,29.0,Medium Risk
656,19.25,Low Risk
656,38.0,Medium Risk
656,20.0,Low Risk
656,39.25,Medium Risk
656,46.75,Medium Risk
656,45.25,Medium Risk
656,48.0,Medium Risk
656,29.0,Medium Risk
656,32.25,Medium Risk
657,31.75,Medium Risk
657,26.75,Medium Risk
657,51.5,High Risk
657,19.25,Low Risk
657,57.5,High Risk
657,20.0,Low Risk
657,61.5,High Risk
657,43.5,Medium Risk
657,29.0,Medium Risk
657,64.75,High Risk
657,46.75,Medium Risk
657,38.0,Medium Risk
657,51.75,High Risk
657,27.5,Medium Risk
657,39.25,Medium Risk
657,49.0,Medium Risk
657,40.5,Medium Risk
658,20.0,Low Risk
658,22.25,Low Risk
658,32.5,Medium Risk
658,37.25,Medium Risk
658,61.5,High Risk
658,64.0,High Risk
658,74.0,High Risk
658,19.25,Low Risk
658,51.5,High Risk
658,35.0,Medium Risk
658,39.25,Medium Risk
658,28.0,Medium Risk
658,46.75,Medium Risk
658,38.5,Medium Risk
658,44.0,Medium Risk
658,56.5,High Risk
658,40.0,Medium Risk
658,69.0,High Risk
658,42.25,Medium Risk
659,66.5,High Risk
659,29.0,Medium Risk
659,43.0,Medium Risk
659,19.25,Low Risk
659,20.0,Low Risk
659,22.25,Low Risk
659,28.0,Medium Risk
659,49.0,Medium Risk
659,46.75,Medium Risk
659,52.5,High Risk
659,35.0,Medium Risk
659,56.75,High Risk
659,32.5,Medium Risk
659,41.5,Medium Risk
659,24.25,Low Risk
660,28.0,Medium Risk
660,39.25,Medium Risk
660,27.5,Medium Risk
660,35.5,Medium Risk
660,49.5,Medium Risk
660,31.75,Medium Risk
660,41.5,Medium Risk
660,19.25,Low Risk
660,20.0,Low Risk
660,29.0,Medium Risk
660,34.75,Medium Risk
660,52.5,High Risk
660,27.25,Medium Risk
661,20.0,Low Risk
661,31.75,Medium Risk
661,19.25,Low Risk
661,28.0,Medium Risk
661,40.0,Medium Risk
661,64.0,High Risk
661,39.25,Medium Risk
661,35.5,Medium Risk
661,51.75,High Risk
661,40.5,Medium Risk
661,32.5,Medium Risk
661,47.25,Medium Risk
661,44.5,Medium Risk
661,27.25,Medium Risk
661,69.0,High Risk
661,74.0,High Risk
661,22.25,Low Risk
662,22.25,Low Risk
662,23.0,Low Risk
662,49.0,Medium Risk
662,41.5,Medium Risk
662,40.0,Medium Risk
662,20.0,Low Risk
662,27.25,Medium Risk
662,19.25,Low Risk
662,48.0,Medium Risk
662,31.75,Medium Risk
662,46.75,Medium Risk
662,39.25,Medium Risk
662,27.5,Medium Risk
662,32.5,Medium Risk
663,19.25,Low Risk
663,23.0,Low Risk
663,32.5,Medium Risk
663,20.0,Low Risk
663,41.5,Medium Risk
663,37.25,Medium Risk
663,69.0,High Risk
663,39.25,Medium Risk
663,29.0,Medium Risk
663,45.25,Medium Risk
663,74.0,High Risk
664,33.75,Medium Risk
664,35.0,Medium Risk
664,35.5,Medium Risk
664,64.0,High Risk
664,51.75,High Risk
664,22.25,Low Risk
664,19.25,Low Risk
664,82.0,Critical Risk
664,28.0,Medium Risk
664,20.0,Low Risk
664,52.5,High Risk
664,29.0,Medium Risk
664,41.5,Medium Risk
664,34.25,Medium Risk
664,40.0,Medium Risk
664,36.5,Medium Risk
664,44.5,Medium Risk
664,42.25,Medium Risk
664,39.75,Medium Risk
664,49.0,Medium Risk
664,42.0,Medium Risk
664,40.5,Medium Risk
665,45.5,Medium Risk
665,51.75,High Risk
665,19.25,Low Risk
665,43.0,Medium Risk
665,22.25,Low Risk
665,26.75,Medium Risk
665,40.0,Medium Risk
665,20.0,Low Risk
665,52.5,High Risk
665,31.75,Medium Risk
665,47.0,Medium Risk
665,36.5,Medium Risk
666,19.25,Low Risk
666,35.5,Medium Risk
666,36.5,Medium Risk
666,31.75,Medium Risk
666,29.75,Medium Risk
666,39.25,Medium Risk
666,23.0,Low Risk
666,20.0,Low Risk
666,32.5,Medium Risk
666,34.75,Medium Risk
666,41.5,Medium Risk
666,27.5,Medium Risk
666,22.25,Low Risk
667,54.5,High Risk
667,35.5,Medium Risk
667,38.0,Medium Risk
667,36.5,Medium Risk
667,21.25,Low Risk
667,26.75,Medium Risk
667,31.75,Medium Risk
667,19.25,Low Risk
667,58.5,High Risk
667,35.0,Medium Risk
667,34.25,Medium Risk
667,28.0,Medium Risk
667,46.75,Medium Risk
667,44.5,Medium Risk
668,51.75,High Risk
668,34.25,Medium Risk
668,64.0,High Risk
668,20.0,Low Risk
668,48.0,Medium Risk
668,39.25,Medium Risk
668,19.25,Low Risk
668,27.25,Medium Risk
668,69.75,High Risk
668,31.75,Medium Risk
668,40.0,Medium Risk
668,43.0,Medium Risk
668,67.75,High Risk
668,69.0,High Risk
668,23.0,Low Risk
668,58.5,High Risk
668,74.0,High Risk
669,48.0,Medium Risk
669,36.5,Medium Risk
669,19.25,Low Risk
669,46.75,Medium Risk
669,28.0,Medium Risk
669,27.25,Medium Risk
669,51.75,High Risk
669,20.0,Low Risk
669,29.0,Medium Risk
669,22.25,Low Risk
669,69.0,High Risk
669,74.0,High Risk
669,32.5,Medium Risk
669,92.0,Critical Risk
669,56.75,High Risk
669,51.5,High Risk
670,29.0,Medium Risk
670,20.0,Low Risk
670,39.75,Medium Risk
670,40.0,Medium Risk
670,51.5,High Risk
670,82.0,Critical Risk
670,34.25,Medium Risk
670,37.25,Medium Risk
670,28.75,Medium Risk
670,19.25,Low Risk
670,33.75,Medium Risk
670,31.75,Medium Risk
670,54.75,High Risk
670,39.25,Medium Risk
670,34.75,Medium Risk
671,57.0,High Risk
671,20.0,Low Risk
671,19.25,Low Risk
671,43.0,Medium Risk
671,39.25,Medium Risk
671,37.25,Medium Risk
671,35.0,Medium Risk
671,29.0,Medium Risk
671,74.0,High Risk
671,27.25,Medium Risk
671,28.0,Medium Risk
671,34.75,Medium Risk
671,34.25,Medium Risk
671,44.0,Medium Risk
672,29.0,Medium Risk
672,44.0,Medium Risk
672,19.25,Low Risk
672,50.5,High Risk
672,38.0,Medium Risk
672,79.5,Critical Risk
672,32.5,Medium Risk
672,22.25,Low Risk
672,34.0,Medium Risk
672,58.5,High Risk
672,36.5,Medium Risk
672,51.75,High Risk
672,37.25,Medium Risk
672,26.75,Medium Risk
672,40.0,Medium Risk
672,52.25,High Risk
672,43.0,Medium Risk
672,20.0,Low Risk
672,35.5,Medium Risk
673,27.25,Medium Risk
673,74.0,High Risk
673,20.0,Low Risk
673,26.75,Medium Risk
673,25.0,Low Risk
673,23.0,Low Risk
673,40.0,Medium Risk
673,69.0,High Risk
673,27.5,Medium Risk
673,19.25,Low Risk
673,92.0,Critical Risk
673,24.25,Low Risk
673,31.75,Medium Risk
673,34.5,Medium Risk
674,40.0,Medium Risk
674,19.25,Low Risk
674,26.75,Medium Risk
674,56.75,High Risk
674,32.5,Medium Risk
674,46.75,Medium Risk
674,48.5,Medium Risk
674,22.25,Low Risk
674,51.75,High Risk
674,27.25,Medium Risk
674,41.5,Medium Risk
674,43.0,Medium Risk
674,31.75,Medium Risk
674,39.25,Medium Risk
674,57.25,High Risk
674,55.5,High Risk
674,77.0,Critical Risk
674,38.0,Medium Risk
675,19.25,Low Risk
675,55.5,High Risk
675,33.75,Medium Risk
675,39.75,Medium Risk
675,44.5,Medium Risk
675,40.0,Medium Risk
675,39.25,Medium Risk
675,31.75,Medium Risk
675,29.0,Medium Risk
675,46.75,Medium Risk
675,35.5,Medium Risk
675,57.5,High Risk
675,27.25,Medium Risk
675,20.0,Low Risk
675,47.0,Medium Risk
676,56.5,High Risk
676,40.0,Medium Risk
676,29.0,Medium Risk
676,43.0,Medium Risk
676,55.25,High Risk
676,19.25,Low Risk
676,32.5,Medium Risk
676,20.0,Low Risk
676,34.25,Medium Risk
676,24.25,Low Risk
676,36.5,Medium Risk
677,20.0,Low Risk
677,19.25,Low Risk
677,51.75,High Risk
677,34.75,Medium Risk
677,49.75,Medium Risk
677,40.0,Medium Risk
677,28.0,Medium Risk
677,72.0,High Risk
677,54.75,High Risk
677,52.5,High Risk
677,47.5,Medium Risk
677,34.25,Medium Risk
677,27.25,Medium Risk
677,34.0,Medium Risk
677,35.0,Medium Risk
677,36.5,Medium Risk
677,32.5,Medium Risk
677,22.25,Low Risk
678,51.75,High Risk
678,19.25,Low Risk
678,27.5,Medium Risk
678,53.0,High Risk
678,40.5,Medium Risk
678,39.25,Medium Risk
678,41.5,Medium Risk
678,47.5,Medium Risk
678,40.0,Medium Risk
678,39.75,Medium Risk
678,35.0,Medium Risk
678,67.0,High Risk
679,39.25,Medium Risk
679,31.75,Medium Risk
679,57.5,High Risk
679,27.5,Medium Risk
679,26.75,Medium Risk
679,29.0,Medium Risk
679,36.5,Medium Risk
679,35.0,Medium Risk
679,32.5,Medium Risk
679,56.5,High Risk
679,27.25,Medium Risk
679,41.5,Medium Risk
679,20.0,Low Risk
679,49.0,Medium Risk
679,23.0,Low Risk
679,19.25,Low Risk
679,49.5,Medium Risk
679,40.0,Medium Risk
679,42.25,Medium Risk
679,34.75,Medium Risk
680,46.75,Medium Risk
680,34.25,Medium Risk
680,20.0,Low Risk
680,31.75,Medium Risk
680,74.0,High Risk
680,29.0,Medium Risk
680,19.25,Low Risk
680,40.0,Medium Risk
680,39.25,Medium Risk
680,34.75,Medium Risk
680,42.25,Medium Risk
680,49.5,Medium Risk
680,43.0,Medium Risk
680,38.0,Medium Risk
680,47.25,Medium Risk
680,48.0,Medium Risk
680,27.25,Medium Risk
681,19.25,Low Risk
681,40.0,Medium Risk
681,20.0,Low Risk
681,27.5,Medium Risk
681,31.75,Medium Risk
681,43.0,Medium Risk
681,34.25,Medium Risk
681,48.0,Medium Risk
681,39.25,Medium Risk
681,46.75,Medium Risk
681,47.5,Medium Risk
681,41.5,Medium Risk
682,52.5,High Risk
682,22.25,Low Risk
682,20.0,Low Risk
682,19.25,Low Risk
682,29.0,Medium Risk
682,35.0,Medium Risk
682,34.25,Medium Risk
682,74.0,High Risk
682,57.5,High Risk
682,92.0,Critical Risk
682,39.25,Medium Risk
682,51.75,High Risk
683,49.5,Medium Risk
683,29.0,Medium Risk
683,19.25,Low Risk
683,39.25,Medium Risk
683,32.5,Medium Risk
683,20.0,Low Risk
683,31.75,Medium Risk
683,28.0,Medium Risk
683,40.0,Medium Risk
683,44.5,Medium Risk
683,35.0,Medium Risk
683,74.0,High Risk
684,20.0,Low Risk
684,56.5,High Risk
684,36.5,Medium Risk
684,39.25,Medium Risk
684,59.5,High Risk
684,34.25,Medium Risk
684,70.5,High Risk
684,52.5,High Risk
684,46.75,Medium Risk
684,40.0,Medium Risk
684,22.25,Low Risk
684,29.0,Medium Risk
684,27.25,Medium Risk
684,31.75,Medium Risk
684,50.5,High Risk
684,19.25,Low Risk
684,64.0,High Risk
684,26.75,Medium Risk
684,72.0,High Risk
684,57.25,High Risk
684,69.0,High Risk
684,69.5,High Risk
684,32.5,Medium Risk
684,37.0,Medium Risk
685,22.25,Low Risk
685,19.25,Low Risk
685,52.5,High Risk
685,69.5,High Risk
685,27.25,Medium Risk
685,31.75,Medium Risk
685,37.25,Medium Risk
685,48.0,Medium Risk
685,43.0,Medium Risk
685,56.75,High Risk
685,32.5,Medium Risk
685,29.0,Medium Risk
685,40.5,Medium Risk
685,23.0,Low Risk
686,39.25,Medium Risk
686,19.25,Low Risk
686,34.25,Medium Risk
686,27.5,Medium Risk
686,20.0,Low Risk
686,56.75,High Risk
686,27.25,Medium Risk
686,40.0,Medium Risk
686,35.0,Medium Risk
686,32.5,Medium Risk
686,47.5,Medium Risk
686,56.5,High Risk
686,37.25,Medium Risk
687,37.25,Medium Risk
687,35.5,Medium Risk
687,34.25,Medium Risk
687,47.5,Medium Risk
687,19.25,Low Risk
687,61.5,High Risk
687,49.0,Medium Risk
687,31.75,Medium Risk
687,39.25,Medium Risk
687,41.5,Medium Risk
687,38.0,Medium Risk
687,20.0,Low Risk
687,43.0,Medium Risk
687,40.0,Medium Risk
687,22.25,Low Risk
687,27.25,Medium Risk
687,52.5,High Risk
687,56.75,High Risk
687,32.5,Medium Risk
687,74.0,High Risk
688,40.5,Medium Risk
688,52.5,High Risk
688,40.0,Medium Risk
688,20.0,Low Risk
688,34.75,Medium Risk
688,21.25,Low Risk
688,77.0,Critical Risk
688,19.25,Low Risk
688,67.0,High Risk
688,64.0,High Risk
688,22.25,Low Risk
688,29.0,Medium Risk
688,92.0,Critical Risk
689,26.75,Medium Risk
689,32.5,Medium Risk
689,22.25,Low Risk
689,27.25,Medium Risk
689,19.25,Low Risk
689,40.0,Medium Risk
689,66.0,High Risk
689,27.5,Medium Risk
689,28.0,Medium Risk
690,47.25,Medium Risk
690,47.5,Medium Risk
690,52.5,High Risk
690,19.25,Low Risk
690,43.0,Medium Risk
690,20.0,Low Risk
690,31.75,Medium Risk
690,92.0,Critical Risk
690,29.0,Medium Risk
690,28.0,Medium Risk
690,46.75,Medium Risk
690,22.25,Low Risk
691,20.0,Low Risk
691,29.75,Medium Risk
691,31.75,Medium Risk
691,48.0,Medium Risk
691,23.0,Low Risk
691,40.0,Medium Risk
691,49.5,Medium Risk
691,19.25,Low Risk
691,51.75,High Risk
691,67.0,High Risk
691,28.0,Medium Risk
691,22.25,Low Risk
691,39.25,Medium Risk
691,37.0,Medium Risk
691,36.5,Medium Risk
691,27.25,Medium Risk
691,32.5,Medium Risk
691,35.0,Medium Risk
692,30.5,Medium Risk
692,56.5,High Risk
692,19.25,Low Risk
692,69.0,High Risk
692,32.5,Medium Risk
692,48.0,Medium Risk
692,74.0,High Risk
692,52.0,High Risk
692,40.0,Medium Risk
692,60.25,High Risk
692,34.25,Medium Risk
692,20.0,Low Risk
692,82.0,Critical Risk
692,51.75,High Risk
692,27.5,Medium Risk
692,59.5,High Risk
692,52.5,High Risk
692,35.0,Medium Risk
692,61.5,High Risk
693,28.0,Medium Risk
693,46.75,Medium Risk
693,44.0,Medium Risk
693,32.5,Medium Risk
693,35.5,Medium Risk
693,27.25,Medium Risk
693,20.0,Low Risk
693,19.25,Low Risk
693,47.5,Medium Risk
693,38.0,Medium Risk
693,34.25,Medium Risk
693,41.25,Medium Risk
693,29.75,Medium Risk
693,56.75,High Risk
693,49.75,Medium Risk
693,52.5,High Risk
693,60.25,High Risk
693,22.0,Low Risk
693,39.25,Medium Risk
693,53.0,High Risk
693,51.75,High Risk
693,40.0,Medium Risk
694,22.25,Low Risk
694,35.0,Medium Risk
694,28.75,Medium Risk
694,57.5,High Risk
694,34.25,Medium Risk
694,37.0,Medium Risk
694,47.5,Medium Risk
694,36.5,Medium Risk
694,60.5,High Risk
694,46.75,Medium Risk
694,66.5,High Risk
694,59.75,High Risk
694,19.25,Low Risk
694,28.0,Medium Risk
694,79.5,Critical Risk
694,41.25,Medium Risk
694,55.0,High Risk
695,19.25,Low Risk
695,20.0,Low Risk
695,31.75,Medium Risk
695,39.25,Medium Risk
695,36.5,Medium Risk
695,39.75,Medium Risk
695,27.5,Medium Risk
695,51.5,High Risk
695,47.0,Medium Risk
695,51.75,High Risk
695,37.25,Medium Risk
695,44.0,Medium Risk
695,22.25,Low Risk
695,32.5,Medium Risk
696,57.5,High Risk
696,40.0,Medium Risk
696,20.0,Low Risk
696,41.5,Medium Risk
696,31.75,Medium Risk
696,19.25,Low Risk
696,36.5,Medium Risk
696,64.0,High Risk
696,47.25,Medium Risk
696,35.0,Medium Risk
697,56.5,High Risk
697,42.25,Medium Risk
697,19.25,Low Risk
697,26.75,Medium Risk
697,49.5,Medium Risk
697,32.5,Medium Risk
697,54.75,High Risk
697,20.0,Low Risk
697,35.0,Medium Risk
697,64.0,High Risk
697,56.75,High Risk
697,28.0,Medium Risk
697,40.0,Medium Risk
697,74.0,High Risk
697,22.25,Low Risk
697,47.5,Medium Risk
697,51.5,High Risk
697,66.5,High Risk
697,48.0,Medium Risk
697,37.0,Medium Risk
697,71.0,High Risk
698,20.0,Low Risk
698,27.25,Medium Risk
698,32.5,Medium Risk
698,19.25,Low Risk
698,31.75,Medium Risk
698,26.75,Medium Risk
698,64.0,High Risk
698,39.25,Medium Risk
698,44.0,Medium Risk
699,41.5,Medium Risk
699,32.5,Medium Risk
699,54.5,High Risk
699,56.75,High Risk
699,39.25,Medium Risk
699,42.25,Medium Risk
699,64.0,High Risk
699,56.5,High Risk
699,19.25,Low Risk
699,34.75,Medium Risk
699,29.0,Medium Risk
699,74.0,High Risk
699,69.0,High Risk
699,34.25,Medium Risk
700,26.75,Medium Risk
700,39.25,Medium Risk
700,27.25,Medium Risk
700,34.25,Medium Risk
700,44.0,Medium Risk
700,31.75,Medium Risk
700,19.25,Low Risk
700,34.75,Medium Risk
700,57.5,High Risk
701,20.0,Low Risk
701,70.5,High Risk
701,31.75,Medium Risk
701,64.5,High Risk
701,71.0,High Risk
701,47.25,Medium Risk
701,74.0,High Risk
701,27.5,Medium Risk
701,49.75,Medium Risk
701,64.0,High Risk
701,59.5,High Risk
701,19.25,Low Risk
701,55.5,High Risk
701,32.5,Medium Risk
701,47.5,Medium Risk
701,60.5,High Risk
701,52.0,High Risk
701,52.5,High Risk
701,34.25,Medium Risk
701,57.5,High Risk
701,46.75,Medium Risk
701,22.25,Low Risk
702,29.75,Medium Risk
702,32.5,Medium Risk
702,46.75,Medium Risk
702,69.0,High Risk
702,31.75,Medium Risk
702,34.75,Medium Risk
702,44.75,Medium Risk
702,49.75,Medium Risk
702,56.5,High Risk
702,27.5,Medium Risk
702,48.0,Medium Risk
702,74.0,High Risk
702,23.0,Low Risk
702,19.25,Low Risk
702,27.25,Medium Risk
702,44.0,Medium Risk
702,39.75,Medium Risk
703,49.0,Medium Risk
703,19.25,Low Risk
703,69.0,High Risk
703,56.75,High Risk
703,31.75,Medium Risk
703,59.5,High Risk
703,56.5,High Risk
703,20.0,Low Risk
703,64.0,High Risk
703,72.0,High Risk
703,27.5,Medium Risk
703,74.0,High Risk
703,34.25,Medium Risk
703,52.5,High Risk
703,32.5,Medium Risk
703,47.5,Medium Risk
703,27.25,Medium Risk
703,28.0,Medium Risk
704,20.0,Low Risk
704,29.0,Medium Risk
704,51.75,High Risk
704,43.0,Medium Risk
704,27.25,Medium Risk
704,22.25,Low Risk
704,23.0,Low Risk
704,40.0,Medium Risk
704,19.25,Low Risk
704,37.25,Medium Risk
704,39.25,Medium Risk
704,56.5,High Risk
704,32.5,Medium Risk
705,31.75,Medium Risk
705,20.0,Low Risk
705,36.5,Medium Risk
705,35.5,Medium Risk
705,35.0,Medium Risk
705,19.25,Low Risk
705,40.5,Medium Risk
705,39.75,Medium Risk
705,43.0,Medium Risk
705,69.0,High Risk
705,47.5,Medium Risk
705,46.75,Medium Risk
705,51.75,High Risk
705,27.25,Medium Risk
705,32.5,Medium Risk
706,31.75,Medium Risk
706,32.5,Medium Risk
706,27.25,Medium Risk
706,35.0,Medium Risk
706,44.5,Medium Risk
706,29.0,Medium Risk
706,66.0,High Risk
706,19.25,Low Risk
706,45.25,Medium Risk
706,47.5,Medium Risk
706,39.25,Medium Risk
706,34.25,Medium Risk
