customer_id,age,income,city,account_type,join_date,tenure_days,risk_score,is_active,avg_txn_amount,std_txn_amount,total_spend,txn_count,fraud_count,fraud_rate
511,39,58139156.72,Pune,Current,2025-10-02,240,0.046,True,53177.36,62072.8,1223079.19,23,6,0.2608695652173913
512,39,55865323.05,Ahmedabad,Current,2024-02-11,839,0.041,True,30074.75,53515.96,601495.05,20,1,0.05
513,64,127632868.8,Hyderabad,Premium,2025-03-19,437,0.203,True,55893.66,72557.49,1229660.48,22,1,0.045454545454545456
514,39,37051719.54,Ahmedabad,Current,2022-10-18,1320,0.041,True,15158.86,24475.15,394130.3,26,1,0.038461538461538464
515,31,95925676.95,Bangalore,Current,2021-08-24,1740,0.021,True,67055.97,93773.91,1207007.43,18,8,0.4444444444444444
516,72,147318706.65,Pune,Current,2023-11-05,937,0.184,False,74404.02,96467.92,1785696.43,24,5,0.20833333333333334
517,25,539541859.47,Ahmedabad,Premium,2017-03-07,3371,0.218,True,66333.91,81717.52,1459345.93,22,3,0.13636363636363635
518,18,36246795.66,Mumbai,Current,2021-07-14,1781,0.205,True,20426.13,34167.18,674062.36,33,2,0.06060606060606061
519,65,157351728.04,Ahmedabad,Premium,2016-11-03,3495,0.194,True,58603.47,69548.05,937655.48,16,3,0.1875
520,24,156195466.25,Delhi,Premium,2017-08-19,3206,0.368,True,45157.49,57702.0,948307.24,21,2,0.09523809523809523
521,70,370332183.39,Chennai,Premium,2024-08-27,641,0.191,True,29182.4,49970.56,612830.45,21,1,0.047619047619047616
522,49,210277159.87,Mumbai,Premium,2024-08-29,639,0.223,True,23929.77,21238.21,622174.03,26,1,0.038461538461538464
523,18,41766834.37,Kolkata,Current,2022-07-18,1412,0.179,True,36587.66,55810.06,841516.08,23,2,0.08695652173913043
524,36,213074945.39,Bangalore,Current,2019-09-29,2435,0.048,True,15498.98,20345.46,263482.65,17,2,0.11764705882352941
525,47,21962781.7,Hyderabad,Premium,2021-05-05,1851,0.235,True,20575.79,34467.65,514394.85,25,1,0.04
526,62,46522009.9,Hyderabad,Current,2024-09-19,618,0.099,False,15908.14,12554.94,318162.86,20,0,0.0
527,76,31241943.59,Kolkata,Premium,2019-04-29,2588,0.361,True,51510.98,68681.55,1081730.57,21,8,0.38095238095238093
528,76,46343325.31,Ahmedabad,Current,2016-10-01,3528,0.185,True,47148.94,68882.9,895829.8,19,2,0.10526315789473684
529,60,119177827.69,Ahmedabad,Premium,2020-05-23,2198,0.16,True,29402.09,45033.64,793856.56,27,1,0.037037037037037035
530,42,92151383.13,Ahmedabad,Current,2019-03-10,2638,0.055,True,37450.67,46890.9,823914.69,22,1,0.045454545454545456
531,56,73217512.72,Kolkata,Current,2025-12-02,179,0.066,True,49286.89,70941.08,1281459.2,26,3,0.11538461538461539
532,46,28259776.36,Chennai,Current,2020-03-10,2272,0.061,True,17283.17,31875.66,328380.2,19,0,0.0
533,53,580318015.82,Bangalore,Current,2017-10-20,3144,0.041,True,42990.91,53128.36,1246736.33,29,5,0.1724137931034483
534,25,57168291.27,Delhi,Current,2017-04-27,3320,0.06,True,23810.82,23250.77,738135.37,31,0,0.0
535,29,220449670.8,Bangalore,Current,2019-08-08,2487,0.013,True,59986.63,96213.68,1019772.7,17,4,0.23529411764705882
536,35,589635210.86,Mumbai,Current,2024-12-20,526,0.055,True,52382.32,77695.58,1047646.41,20,1,0.05
537,55,184974246.2,Pune,Premium,2017-12-31,3072,0.196,True,61535.1,80152.43,2030658.26,33,8,0.24242424242424243
538,53,47811312.3,Kolkata,Current,2022-12-23,1254,0.078,True,28276.3,50097.24,622078.62,22,5,0.22727272727272727
539,40,277192412.38,Ahmedabad,Premium,2017-10-09,3155,0.165,True,17071.69,22258.6,290218.7,17,2,0.11764705882352941
540,39,74487590.75,Chennai,Premium,2022-06-26,1434,0.174,True,56598.03,87862.15,1867735.1,33,17,0.5151515151515151
541,63,73679925.9,Chennai,Premium,2025-10-06,236,0.183,True,53814.86,62034.11,914852.56,17,1,0.058823529411764705
542,30,127818120.7,Pune,Premium,2018-04-16,2966,0.175,True,18987.82,30650.17,398744.16,21,0,0.0
543,55,77193706.29,Bangalore,Premium,2020-03-30,2252,0.25,True,15675.22,19232.9,282153.99,18,1,0.05555555555555555
544,33,70790583.99,Bangalore,Current,2023-07-16,1049,0.002,True,36888.05,37230.58,590208.86,16,1,0.0625
545,71,93813123.69,Pune,Current,2017-04-03,3344,0.151,True,68526.16,87433.05,1027892.46,15,3,0.2
546,66,56966841.26,Bangalore,Current,2021-04-14,1872,0.084,True,20727.64,26642.83,414552.86,20,2,0.1
547,20,56930423.3,Kolkata,Current,2019-10-17,2417,0.249,True,36698.18,53402.78,697265.48,19,2,0.10526315789473684
548,19,375521415.03,Bangalore,Current,2018-05-10,2942,0.173,True,43730.71,67391.8,1224459.91,28,2,0.07142857142857142
549,28,218407843.22,Hyderabad,Current,2020-07-26,2134,0.1,True,27492.13,45641.11,659811.1,24,2,0.08333333333333333
550,71,30332614.35,Bangalore,Premium,2026-01-29,121,0.359,True,24015.09,44732.92,744467.84,31,14,0.45161290322580644
551,78,25968913.0,Chennai,Premium,2020-04-29,2222,0.317,True,70111.04,69963.69,1191887.76,17,2,0.11764705882352941
552,76,119252460.48,Bangalore,Premium,2021-10-19,1684,0.328,True,42846.6,59875.54,1242551.34,29,4,0.13793103448275862
553,24,68715393.13,Chennai,Current,2024-04-06,784,0.217,True,63965.14,80344.89,1343267.87,21,1,0.047619047619047616
554,67,28914873.27,Bangalore,Premium,2016-06-03,3648,0.211,True,96337.86,103095.82,2023095.06,21,3,0.14285714285714285
555,57,168520340.21,Chennai,Current,2017-06-26,3260,0.04,True,34010.2,32864.43,680203.93,20,2,0.1
556,66,68520188.86,Ahmedabad,Premium,2019-04-21,2596,0.208,True,40436.01,75953.51,849156.13,21,1,0.047619047619047616
557,60,46893364.41,Hyderabad,Current,2017-12-31,3072,0.061,True,50185.14,70892.43,752777.08,15,3,0.2
558,63,37384232.9,Kolkata,Current,2023-12-06,906,0.086,True,78650.2,74617.83,1179752.97,15,1,0.06666666666666667
559,44,333128754.58,Delhi,Premium,2020-08-22,2107,0.153,True,27532.46,24353.55,412986.94,15,1,0.06666666666666667
560,48,98197674.88,Pune,Current,2023-11-23,919,0.085,True,28993.32,32064.54,463893.1,16,1,0.0625
561,77,43324966.5,Delhi,Current,2021-08-25,1739,0.171,True,63890.91,74660.69,1022254.49,16,1,0.0625
562,67,31321279.2,Chennai,Current,2017-10-08,3156,0.017,True,8026.09,9393.56,200652.31,25,0,0.0
563,54,154908304.99,Pune,Current,2020-12-01,2006,0.08,True,19055.8,21921.83,381115.95,20,2,0.1
564,46,65359946.49,Mumbai,Current,2024-08-23,645,0.026,True,41704.46,66703.44,667271.28,16,1,0.0625
565,30,70053721.7,Kolkata,Current,2022-08-06,1393,0.034,False,28709.8,34383.46,574196.0,20,2,0.1
566,73,35085603.48,Hyderabad,Current,2022-03-22,1530,0.18,True,37791.88,39174.17,718045.65,19,1,0.05263157894736842
567,79,54737302.87,Ahmedabad,Current,2019-05-21,2566,0.212,True,25719.02,35164.22,437223.34,17,0,0.0
568,40,246673332.15,Mumbai,Current,2023-03-20,1167,0.031,True,11611.54,17279.37,301900.01,26,0,0.0
569,70,139150423.6,Ahmedabad,Current,2022-09-08,1360,0.067,True,64929.47,79990.36,1298589.42,20,4,0.2
570,59,40427047.82,Mumbai,Current,2025-10-02,240,0.084,True,51206.87,68427.2,870516.8,17,2,0.11764705882352941
571,57,47603505.85,Hyderabad,Premium,2019-08-10,2485,0.199,True,22749.92,35741.8,614247.95,27,2,0.07407407407407407
572,77,21096999.21,Kolkata,Premium,2025-07-25,309,0.341,True,46349.37,55246.87,1390481.0,30,2,0.06666666666666667
573,76,133959502.95,Bangalore,Premium,2018-10-12,2787,0.318,True,20459.05,20543.64,286426.76,14,2,0.14285714285714285
574,77,40949590.21,Kolkata,Premium,2022-07-25,1405,0.323,True,6259.76,4576.6,106415.85,17,2,0.11764705882352941
575,30,55829927.42,Hyderabad,Current,2017-04-17,3330,0.028,True,19701.43,23914.84,433431.45,22,1,0.045454545454545456
576,71,67653744.15,Ahmedabad,Current,2024-12-09,537,0.243,True,18630.5,19757.39,540284.64,29,0,0.0
577,79,101801029.03,Mumbai,Current,2021-01-23,1953,0.159,True,42390.86,60948.26,1059771.56,25,3,0.12
578,46,107952102.07,Mumbai,Current,2017-11-24,3109,0.067,True,47911.14,72843.28,862400.53,18,3,0.16666666666666666
579,38,83210711.39,Delhi,Current,2024-02-26,824,0.087,True,39427.89,50238.51,473134.69,12,2,0.16666666666666666
580,69,80069898.4,Kolkata,Current,2021-04-13,1873,0.046,True,25383.71,36524.76,431523.14,17,5,0.29411764705882354
581,41,27947867.4,Kolkata,Current,2020-08-24,2105,0.091,True,40751.76,71472.39,1100297.57,27,0,0.0
582,45,95394514.41,Delhi,Current,2021-09-02,1731,0.049,True,30145.41,44225.12,542617.29,18,1,0.05555555555555555
583,47,106830817.24,Chennai,Premium,2019-05-02,2585,0.167,True,40923.11,49012.11,1186770.07,29,3,0.10344827586206896
584,65,112758389.99,Mumbai,Current,2019-07-11,2515,0.062,True,55656.55,65575.93,1168787.61,21,9,0.42857142857142855
585,61,14038126.61,Bangalore,Premium,2021-05-21,1835,0.166,True,42955.69,50418.77,1073892.32,25,3,0.12
586,33,137973648.07,Pune,Current,2021-03-03,1914,0.072,True,45625.48,45960.9,1186262.44,26,2,0.07692307692307693
587,25,38188257.69,Bangalore,Premium,2024-08-16,652,0.189,True,31838.01,54801.14,604922.22,19,3,0.15789473684210525
588,48,65903348.35,Chennai,Current,2023-05-30,1096,0.068,True,19284.53,17198.91,347121.46,18,1,0.05555555555555555
589,73,51991760.01,Bangalore,Premium,2025-12-05,176,0.323,True,28340.49,47928.97,651831.24,23,2,0.08695652173913043
590,38,458950401.51,Hyderabad,Premium,2024-06-23,706,0.243,True,14720.55,15969.09,235528.78,16,0,0.0
591,23,82577519.01,Hyderabad,Premium,2022-08-17,1382,0.388,True,38121.46,60627.54,914915.08,24,2,0.08333333333333333
592,66,37297302.52,Ahmedabad,Premium,2016-07-16,3605,0.151,True,31380.4,25151.03,753129.5,24,1,0.041666666666666664
593,53,34119065.9,Delhi,Current,2018-08-06,2854,0.026,False,13417.51,23582.23,308602.66,23,0,0.0
594,50,135450437.26,Hyderabad,Current,2021-05-11,1845,0.037,True,55480.96,75279.49,1165100.11,21,2,0.09523809523809523
595,44,59541820.9,Mumbai,Current,2019-09-23,2441,0.097,True,62557.95,78772.7,1563948.78,25,4,0.16
596,20,24621742.33,Delhi,Current,2022-03-17,1535,0.216,True,26357.23,38314.12,579859.05,22,3,0.13636363636363635
597,57,27740537.98,Hyderabad,Current,2024-09-11,626,0.088,True,45461.37,52894.49,1227457.09,27,2,0.07407407407407407
598,21,139862897.58,Mumbai,Premium,2017-02-15,3391,0.327,True,10973.52,8188.57,175576.34,16,0,0.0
599,20,102114482.49,Mumbai,Current,2023-03-13,1174,0.223,True,54828.3,44659.9,1370707.42,25,4,0.16
600,78,41969034.85,Pune,Current,2024-05-14,746,0.21,True,67536.72,87250.22,945514.07,14,3,0.21428571428571427
601,41,84695490.07,Hyderabad,Current,2025-01-12,503,0.073,True,66227.87,94968.14,1125873.76,17,2,0.11764705882352941
602,38,177123592.93,Bangalore,Current,2021-09-28,1705,0.066,True,92319.76,66857.27,1569435.95,17,1,0.058823529411764705
603,27,45541288.81,Ahmedabad,Current,2025-04-16,409,0.046,True,38103.42,52503.37,838275.26,22,3,0.13636363636363635
604,55,51845500.18,Mumbai,Current,2020-12-09,1998,0.059,True,37173.32,46352.47,1115199.71,30,2,0.06666666666666667
605,68,27690617.71,Kolkata,Current,2024-08-26,642,0.057,True,34879.03,50012.66,1116128.96,32,0,0.0
606,78,173162270.71,Kolkata,Premium,2019-03-20,2628,0.326,True,15435.74,17707.65,262407.62,17,1,0.058823529411764705
607,73,38247622.48,Mumbai,Current,2018-03-13,3000,0.211,True,45720.69,60384.15,777251.79,17,2,0.11764705882352941
608,59,152148545.31,Pune,Premium,2017-10-25,3139,0.232,True,48916.7,60519.42,1271834.24,26,1,0.038461538461538464
609,33,34538862.01,Mumbai,Current,2024-01-12,869,0.008,True,31999.94,48450.25,927998.38,29,5,0.1724137931034483
610,62,373511129.44,Chennai,Current,2017-05-11,3306,0.038,True,56823.08,59026.08,1363753.8,24,3,0.125
611,78,15965013.97,Pune,Premium,2017-09-26,3168,0.312,True,26574.66,31658.48,531493.23,20,2,0.1
612,40,38827635.8,Hyderabad,Current,2024-05-16,744,0.048,True,45062.18,62006.73,1351865.36,30,1,0.03333333333333333
613,76,50786737.82,Ahmedabad,Premium,2024-07-08,691,0.307,True,22900.94,22845.75,641226.18,28,4,0.14285714285714285
614,32,64095119.46,Mumbai,Premium,2020-05-05,2216,0.216,True,18384.49,25149.96,551534.75,30,1,0.03333333333333333
615,37,98267088.07,Mumbai,Premium,2025-10-11,231,0.211,True,61312.78,81964.98,1287568.42,21,1,0.047619047619047616
616,67,40064548.97,Delhi,Current,2018-03-11,3002,0.041,True,55120.04,67176.52,1267760.89,23,4,0.17391304347826086
617,54,23830231.49,Pune,Current,2020-06-21,2169,0.083,True,26911.43,50991.84,457494.35,17,0,0.0
618,43,38661191.53,Pune,Premium,2017-02-08,3398,0.206,True,31615.14,55637.9,821993.59,26,2,0.07692307692307693
619,32,194894037.77,Delhi,Premium,2020-08-31,2098,0.19,True,37987.57,65980.27,873714.14,23,2,0.08695652173913043
620,67,74282721.49,Bangalore,Current,2021-12-06,1636,0.073,True,71671.19,89897.87,1290081.4,18,4,0.2222222222222222
621,40,425246945.24,Kolkata,Current,2024-02-21,829,0.038,True,16023.88,27731.21,352525.35,22,3,0.13636363636363635
622,59,182095744.4,Chennai,Current,2022-05-25,1466,0.051,True,43660.51,62778.58,829549.68,19,1,0.05263157894736842
623,23,46319798.93,Pune,Premium,2021-05-30,1826,0.335,True,69517.0,88538.53,1598890.91,23,4,0.17391304347826086
624,52,227678079.37,Bangalore,Current,2021-11-14,1658,0.078,True,59764.35,71220.1,896465.23,15,2,0.13333333333333333
625,59,131885386.01,Mumbai,Premium,2018-08-01,2859,0.162,True,26162.54,32482.34,470925.7,18,1,0.05555555555555555
626,27,93187263.72,Ahmedabad,Current,2023-05-10,1116,0.031,True,61304.65,68996.67,1042179.05,17,2,0.11764705882352941
627,42,40924498.65,Mumbai,Premium,2024-10-12,595,0.24,True,29335.5,54974.04,704051.98,24,13,0.5416666666666666
628,47,23725693.14,Hyderabad,Current,2019-06-10,2546,0.066,True,25142.29,40986.34,603414.93,24,0,0.0
629,27,65822999.93,Pune,Premium,2016-11-30,3468,0.192,True,25140.58,30631.05,452530.45,18,2,0.1111111111111111
630,33,39544518.71,Delhi,Current,2020-03-23,2259,0.003,True,27876.93,39298.42,585415.49,21,2,0.09523809523809523
631,74,151541179.16,Kolkata,Current,2024-07-07,692,0.19,True,60854.8,76667.88,1338805.64,22,1,0.045454545454545456
632,43,47928117.39,Kolkata,Premium,2023-04-29,1127,0.177,True,10876.68,14456.59,271917.05,25,0,0.0
633,72,46191146.29,Chennai,Premium,2025-05-17,378,0.381,True,23964.65,48697.88,479292.99,20,1,0.05
634,53,100482963.57,Hyderabad,Premium,2024-07-11,688,0.16,True,23296.4,37815.15,349446.01,15,3,0.2
635,64,15905327.97,Pune,Current,2018-02-03,3038,0.039,True,23903.76,24054.48,430267.64,18,3,0.16666666666666666
636,30,39148084.23,Hyderabad,Premium,2024-12-18,528,0.226,True,36777.98,66671.44,588447.6,16,1,0.0625
637,42,24523384.21,Hyderabad,Premium,2016-07-08,3613,0.156,True,60873.17,75235.42,1643575.63,27,2,0.07407407407407407
638,36,17135416.07,Chennai,Current,2019-02-10,2666,0.064,True,37949.04,56040.09,948726.07,25,3,0.12
639,69,73000851.53,Kolkata,Current,2022-10-25,1313,0.024,True,28859.4,29939.35,808063.12,28,2,0.07142857142857142
640,37,31211405.18,Hyderabad,Premium,2022-12-27,1250,0.19,True,32179.99,64581.54,675779.77,21,0,0.0
641,28,23907005.5,Delhi,Current,2019-05-08,2579,0.099,True,53542.99,67719.65,856687.81,16,0,0.0
642,21,332687254.34,Mumbai,Premium,2016-05-30,3652,0.366,True,28008.06,46155.49,728209.44,26,4,0.15384615384615385
643,48,192719511.38,Hyderabad,Current,2018-05-25,2927,0.043,True,60569.9,65858.64,1514247.61,25,4,0.16
644,49,99298590.79,Bangalore,Current,2023-10-14,959,0.093,True,74187.3,74724.66,1557933.37,21,1,0.047619047619047616
645,28,27684007.3,Ahmedabad,Premium,2018-12-02,2736,0.175,True,13552.71,20078.86,311712.38,23,1,0.043478260869565216
646,36,32656621.51,Chennai,Premium,2018-04-28,2954,0.217,True,25317.41,39794.45,556983.06,22,1,0.045454545454545456
647,20,133296928.91,Pune,Premium,2017-10-10,3154,0.358,True,23359.94,41263.23,747518.22,32,5,0.15625
648,45,550504768.58,Ahmedabad,Current,2018-08-22,2838,0.069,True,50242.3,66601.47,954603.62,19,1,0.05263157894736842
649,73,204229740.67,Mumbai,Premium,2016-09-24,3535,0.304,False,40910.51,46843.44,1022762.66,25,2,0.08
650,49,27099647.39,Hyderabad,Premium,2023-01-26,1220,0.183,True,53161.2,71305.69,1222707.69,23,0,0.0
651,27,25783461.77,Bangalore,Current,2020-09-22,2076,0.017,True,6979.75,6172.21,104696.31,15,1,0.06666666666666667
652,74,750980728.81,Hyderabad,Current,2025-01-18,497,0.239,True,50105.08,67390.57,1553257.61,31,1,0.03225806451612903
653,56,18012845.92,Ahmedabad,Premium,2020-10-16,2052,0.191,True,16160.08,22533.54,468642.33,29,3,0.10344827586206896
654,62,92525273.94,Hyderabad,Current,2018-05-15,2937,0.07,True,36844.24,52521.69,1105327.08,30,4,0.13333333333333333
655,49,61118623.61,Bangalore,Current,2020-12-23,1984,0.0,True,26713.78,53962.24,560989.37,21,2,0.09523809523809523
656,22,53575848.18,Kolkata,Premium,2024-01-18,863,0.359,True,14320.61,19957.83,315053.44,22,3,0.13636363636363635
657,29,73075621.45,Hyderabad,Current,2019-10-20,2414,0.013,True,40553.01,51671.91,892166.26,22,1,0.045454545454545456
658,71,769098208.1,Hyderabad,Premium,2019-08-11,2484,0.31,True,49125.61,72241.09,1277265.8,26,4,0.15384615384615385
659,76,69589780.03,Ahmedabad,Current,2018-10-22,2777,0.159,True,27433.55,48229.4,850439.95,31,1,0.03225806451612903
660,76,35469846.06,Kolkata,Premium,2022-04-26,1495,0.355,True,27887.59,31949.27,613527.09,22,4,0.18181818181818182
661,39,37729000.39,Kolkata,Current,2016-09-01,3558,0.008,False,44042.59,53867.98,1012979.53,23,1,0.043478260869565216
662,41,11559686.28,Hyderabad,Current,2025-10-02,240,0.007,True,25123.55,30222.57,527594.56,21,0,0.0
663,18,14877360.31,Ahmedabad,Current,2022-06-17,1443,0.236,True,34246.98,56782.14,582198.72,17,3,0.17647058823529413
664,68,42004157.86,Hyderabad,Premium,2022-06-01,1459,0.217,True,32349.9,46723.23,776397.68,24,8,0.3333333333333333
665,62,40362164.79,Bangalore,Premium,2020-11-16,2021,0.159,True,28060.43,36334.71,561208.62,20,1,0.05
666,77,471652361.07,Chennai,Current,2023-09-25,978,0.199,True,17327.5,16838.68,346549.95,20,1,0.05
667,36,103095167.32,Chennai,Current,2021-02-26,1919,0.03,True,19618.49,15969.24,333514.27,17,3,0.17647058823529413
668,37,245390830.6,Kolkata,Premium,2019-08-01,2494,0.248,True,39452.72,56581.01,986318.12,25,4,0.16
669,31,61581638.05,Pune,Current,2020-01-16,2326,0.027,True,53529.9,74580.74,1177657.77,22,2,0.09090909090909091
670,55,44012814.16,Ahmedabad,Current,2020-06-09,2181,0.098,True,39849.41,61164.36,757138.83,19,2,0.10526315789473684
671,71,93017733.22,Chennai,Premium,2016-09-12,3547,0.353,True,16252.75,28703.53,471329.75,29,4,0.13793103448275862
672,74,412489747.24,Hyderabad,Premium,2020-07-02,2158,0.33,True,27397.02,34170.56,602734.52,22,3,0.13636363636363635
673,28,62808191.23,Chennai,Current,2025-10-27,215,0.055,True,48420.67,73708.44,968413.41,20,2,0.1
674,45,94128306.7,Chennai,Current,2021-06-12,1813,0.082,True,48662.79,56779.37,1265232.53,26,2,0.07692307692307693
675,53,48987082.83,Hyderabad,Current,2018-04-24,2958,0.011,True,28913.36,44242.65,693920.65,24,1,0.041666666666666664
676,32,31785300.21,Bangalore,Premium,2019-03-03,2645,0.15,True,19064.17,23714.47,305026.66,16,0,0.0
677,71,54367186.95,Delhi,Premium,2020-06-17,2173,0.315,True,32277.52,37578.42,806937.99,25,1,0.04
678,65,66603858.71,Mumbai,Current,2019-11-28,2375,0.034,True,37938.43,38183.79,682891.8,18,1,0.05555555555555555
679,77,29606969.78,Pune,Current,2025-12-26,155,0.205,True,26367.52,33359.66,685555.65,26,1,0.038461538461538464
680,78,73560618.73,Delhi,Current,2023-03-28,1159,0.23,True,28375.5,49561.83,681012.02,24,1,0.041666666666666664
681,60,43365644.27,Kolkata,Current,2022-09-02,1366,0.014,True,24340.47,20073.05,608511.85,25,1,0.04
682,48,79407777.71,Delhi,Current,2019-12-16,2357,0.094,True,56732.98,77325.34,1021193.6,18,1,0.05555555555555555
683,58,156891692.96,Delhi,Premium,2018-09-04,2825,0.233,True,35522.22,62555.33,603877.81,17,1,0.058823529411764705
684,24,29769436.81,Delhi,Current,2020-08-01,2128,0.249,True,43375.58,43328.07,1518145.38,35,3,0.08571428571428572
685,23,45012193.59,Pune,Current,2020-06-10,2180,0.25,True,45418.52,59190.5,862951.89,19,0,0.0
686,50,114045798.17,Kolkata,Premium,2017-07-01,3255,0.212,False,26262.66,41554.8,525253.13,20,2,0.1
687,38,60858643.17,Kolkata,Current,2023-10-09,964,0.061,True,49420.32,58486.47,1037826.62,21,4,0.19047619047619047
688,71,20256037.32,Pune,Current,2026-03-31,60,0.346,True,47857.38,71523.35,1052862.38,22,2,0.09090909090909091
689,50,131700521.96,Delhi,Current,2022-07-14,1416,0.026,True,20828.33,20823.32,333253.32,16,1,0.0625
690,39,21636846.42,Kolkata,Premium,2020-08-21,2108,0.197,True,33774.72,50495.81,743043.79,22,1,0.045454545454545456
691,72,45861839.91,Mumbai,Current,2024-05-14,746,0.151,True,28451.7,37969.63,739744.16,26,1,0.038461538461538464
692,62,179333727.15,Chennai,Premium,2016-12-22,3446,0.229,True,63864.94,72266.11,1468893.72,23,2,0.08695652173913043
693,27,115811999.2,Delhi,Current,2016-09-08,3551,0.014,True,30139.11,44013.81,934312.42,31,2,0.06451612903225806
694,32,20627160.71,Chennai,Current,2022-08-18,1381,0.085,True,66433.24,65095.78,1527964.49,23,9,0.391304347826087
695,25,45714261.79,Ahmedabad,Current,2020-11-16,2021,0.003,True,21201.08,29751.12,424021.64,20,0,0.0
696,30,53427900.93,Chennai,Current,2018-05-16,2936,0.026,True,31599.6,38576.29,631992.05,20,4,0.2
697,32,19549800.59,Ahmedabad,Current,2024-10-01,606,0.059,True,49339.78,62787.33,1282834.22,26,4,0.15384615384615385
698,42,479837278.73,Pune,Premium,2018-08-26,2834,0.23,True,14064.52,21193.77,225032.28,16,1,0.0625
699,58,53923749.03,Pune,Premium,2016-11-18,3480,0.155,True,70492.72,77192.58,1409854.31,20,3,0.15
700,31,39325882.78,Hyderabad,Premium,2025-01-25,490,0.167,True,26601.08,39724.95,452218.4,17,1,0.058823529411764705
701,44,676866504.48,Mumbai,Current,2019-10-14,2420,0.002,True,59052.57,61329.18,1653472.0,28,1,0.03571428571428571
702,20,72820674.28,Kolkata,Current,2021-07-05,1790,0.246,True,45626.61,53963.24,912532.28,20,5,0.25
703,30,53256706.74,Chennai,Current,2019-08-05,2490,0.059,True,59702.82,67612.45,1432867.79,24,2,0.08333333333333333
704,29,35716107.82,Bangalore,Current,2025-09-13,259,0.035,True,22047.68,28869.03,440953.52,20,2,0.1
705,56,50369122.9,Bangalore,Current,2017-01-25,3412,0.04,True,36644.52,38795.5,659601.31,18,2,0.1111111111111111
706,39,50550026.12,Kolkata,Premium,2023-10-30,943,0.183,True,25943.73,32346.27,415099.73,16,1,0.0625
707,77,63631380.95,Delhi,Premium,2018-02-23,3018,0.306,True,35570.22,52986.5,497983.12,14,1,0.07142857142857142
708,52,65202846.8,Hyderabad,Premium,2019-05-26,2561,0.212,False,40125.84,60193.78,1203775.31,30,3,0.1
709,33,17360968.16,Pune,Current,2019-08-21,2474,0.041,True,17824.13,27778.22,445603.18,25,2,0.08
710,40,151746320.34,Bangalore,Current,2024-08-13,655,0.036,True,16866.97,24228.95,404807.21,24,2,0.08333333333333333
711,32,229106953.94,Bangalore,Current,2023-05-02,1124,0.021,True,43419.41,60621.81,998646.52,23,3,0.13043478260869565
712,68,21700118.47,Pune,Premium,2023-09-19,984,0.206,True,64401.33,83339.42,1094822.68,17,0,0.0
713,70,72705205.79,Kolkata,Premium,2019-02-07,2669,0.199,True,25401.61,35302.63,635040.22,25,1,0.04
714,71,80566615.73,Mumbai,Current,2025-01-02,513,0.201,True,73140.68,82697.97,1755376.25,24,3,0.125
715,58,88996992.35,Ahmedabad,Current,2023-10-21,952,0.058,True,30419.69,46281.63,669233.08,22,5,0.22727272727272727
716,70,28426477.34,Mumbai,Current,2024-06-04,725,0.063,True,28576.38,36205.03,600103.96,21,2,0.09523809523809523
717,41,47911744.86,Bangalore,Current,2021-10-04,1699,0.086,True,34966.45,45717.83,384630.9,11,2,0.18181818181818182
718,33,50507730.09,Ahmedabad,Premium,2019-06-10,2546,0.193,True,41252.43,50058.82,1031310.85,25,2,0.08
719,26,34776027.3,Delhi,Current,2022-05-17,1474,0.025,True,44458.92,69107.36,1600521.09,36,3,0.08333333333333333
720,62,30515569.84,Ahmedabad,Current,2019-06-13,2543,0.062,True,53277.22,50824.94,1065544.44,20,2,0.1
721,48,20060583.51,Mumbai,Current,2020-03-04,2278,0.04,True,39399.68,63105.14,787993.62,20,4,0.2
722,21,51868894.83,Hyderabad,Premium,2021-03-20,1897,0.38,True,73200.93,73078.36,1610420.44,22,4,0.18181818181818182
723,32,45962775.77,Delhi,Current,2017-05-03,3314,0.066,True,38013.29,65172.35,1178411.96,31,2,0.06451612903225806
724,21,362049139.53,Ahmedabad,Premium,2017-01-20,3417,0.329,True,69734.9,69157.38,1464432.83,21,3,0.14285714285714285
725,63,38728021.32,Mumbai,Current,2022-07-04,1426,0.091,True,13504.46,19836.76,256584.77,19,1,0.05263157894736842
726,19,21639013.65,Ahmedabad,Premium,2025-08-16,287,0.362,True,26039.9,45444.79,468718.19,18,3,0.16666666666666666
727,40,82419027.9,Hyderabad,Current,2026-03-10,81,0.165,True,18918.51,30854.61,359451.74,19,2,0.10526315789473684
728,34,41375919.7,Hyderabad,Premium,2020-06-21,2169,0.193,True,64901.98,73054.79,1427843.52,22,2,0.09090909090909091
729,23,39148499.33,Pune,Current,2023-04-05,1151,0.214,True,13669.38,14938.33,273387.55,20,0,0.0
730,36,37407527.36,Mumbai,Premium,2019-03-25,2623,0.231,True,24513.87,38574.1,710902.31,29,1,0.034482758620689655
731,42,35239305.53,Pune,Premium,2016-11-08,3490,0.214,True,49128.61,62022.86,1572115.46,32,1,0.03125
732,42,225726465.42,Delhi,Current,2017-06-17,3269,0.081,True,27545.46,41032.09,771272.88,28,1,0.03571428571428571
733,69,78282206.12,Hyderabad,Premium,2025-08-11,292,0.229,True,16130.98,15608.52,354881.52,22,3,0.13636363636363635
734,41,51556576.76,Kolkata,Premium,2021-08-19,1745,0.183,True,25701.33,23876.63,591130.64,23,1,0.043478260869565216
735,41,30302241.77,Chennai,Current,2020-10-22,2046,0.018,True,29905.19,51154.25,448577.83,15,4,0.26666666666666666
