transaction_id,customer_id,amount,merchant,channel,device_type,transaction_time,location,is_fraud,fraud_score,hour,day_of_week,distance_from_home
1563,195,124229.92,Cryptocurrency,NetBanking,Android,2024-06-19 06:42:00,Pune,0,14,6,2,0
1565,509,7493.3,Entertainment,UPI,Android,2024-04-10 13:57:00,Delhi,0,2,13,2,0
1567,1811,15650.24,Travel,UPI,iPhone,2024-01-06 19:35:00,Mumbai,0,8,19,5,0
1568,1464,2444.31,Food Delivery,UPI,Android,2024-11-12 08:41:00,Ahmedabad,0,0,8,1,0
1570,1551,56737.21,Shopping Mall,UPI,Web,2024-12-06 12:00:00,Hyderabad,0,6,12,4,0
1571,386,5845.82,Fuel,Card,iPhone,2024-06-18 20:37:00,Bangalore,0,0,20,1,0
1572,922,8321.73,Fuel,NetBanking,Android,2024-05-28 08:03:00,Hyderabad,0,6,8,1,0
1573,1879,126309.95,Travel,NetBanking,iPhone,2024-05-12 00:02:00,Chennai,1,12,0,6,0
1574,1930,4532.8,Restaurant,Card,Android,2024-03-05 23:37:00,Chennai,0,2,23,1,0
1575,1853,5825.71,Restaurant,Card,Android,2024-10-12 13:04:00,Mumbai,0,4,13,5,0
1576,1212,38609.46,Healthcare,UPI,Web,2024-08-25 17:59:00,Mumbai,0,8,17,6,0
1577,918,67515.76,Shopping Mall,UPI,Web,2024-12-09 14:22:00,Delhi,0,6,14,0,0
1580,1109,6667.4,Fuel,Card,Android,2024-10-13 20:42:00,Mumbai,0,0,20,6,0
1581,923,15038.87,Healthcare,UPI,iPhone,2024-01-19 05:25:00,Pune,0,12,5,4,0
1582,1307,48788.13,Education,NetBanking,iPhone,2024-06-28 00:47:00,Pune,1,10,0,4,0
1583,1497,22915.15,Gaming,UPI,Web,2024-01-10 10:19:00,Kolkata,0,9,10,2,0
1584,1404,37925.23,Education,UPI,Web,2024-08-02 19:23:00,Ahmedabad,0,6,19,4,0
1586,1069,2567.76,Food Delivery,UPI,Web,2024-03-26 21:07:00,Delhi,0,0,21,1,0
1587,588,40368.45,Healthcare,Card,Android,2024-05-20 10:58:00,Chennai,1,6,10,0,0
1588,1532,8285.37,Fuel,UPI,Android,2024-10-22 16:27:00,Delhi,0,6,16,1,0
1589,988,29097.17,Education,Card,Android,2024-07-28 15:32:00,Kolkata,0,6,15,6,0
1590,599,40072.14,Electronics,Card,iPhone,2024-09-21 11:52:00,Mumbai,0,6,11,5,0
1591,116,132448.32,Travel,Card,Web,2024-02-13 13:47:00,Delhi,1,8,13,1,0
1592,756,1833.34,Fuel,Card,iPhone,2024-06-14 18:56:00,Chennai,0,2,18,4,0
1593,207,147445.79,Cryptocurrency,NetBanking,Android,2024-09-26 10:45:00,Kolkata,1,12,10,3,0
1594,839,14099.93,Healthcare,Card,Android,2024-01-06 21:22:00,Delhi,0,6,21,5,0
1595,1403,1178.96,Gaming,UPI,iPhone,2024-06-17 14:11:00,Bangalore,0,3,14,0,0
1596,977,134854.8,Travel,UPI,iPhone,2024-04-22 09:12:00,Bangalore,0,8,9,0,0
1597,1974,9527.08,Healthcare,NetBanking,Android,2024-08-27 00:09:00,Chennai,0,8,0,1,0
1598,610,101238.07,Travel,UPI,Web,2024-11-29 20:16:00,Chennai,0,8,20,4,0
1599,1692,1104.93,Food Delivery,UPI,Android,2024-06-21 14:15:00,Pune,1,8,14,4,0
1600,330,22054.83,Gaming,NetBanking,iPhone,2024-07-19 16:29:00,Delhi,1,22,16,4,100
1601,1113,26481.42,Gaming,UPI,iPhone,2024-01-02 17:29:00,Kolkata,0,9,17,1,0
1602,1350,6935.47,Fuel,Card,Web,2024-11-02 15:58:00,Kolkata,0,6,15,5,0
1603,1082,3907.95,Restaurant,Card,iPhone,2024-11-17 16:44:00,Hyderabad,0,0,16,6,0
1604,1734,82034.58,Cryptocurrency,NetBanking,iPhone,2024-01-26 19:16:00,Ahmedabad,0,12,19,4,0
1605,387,8019.27,Education,Card,iPhone,2024-11-15 08:28:00,Ahmedabad,0,5,8,4,100
1607,1493,18395.59,Healthcare,NetBanking,Android,2024-12-15 00:28:00,Kolkata,0,10,0,6,0
1608,534,45230.96,Cryptocurrency,NetBanking,iPhone,2024-02-05 15:48:00,Delhi,0,12,15,0,0
1609,57,40542.7,Shopping Mall,UPI,Android,2024-01-31 16:32:00,Bangalore,0,4,16,2,0
1610,7,2385.45,Food Delivery,UPI,iPhone,2024-02-26 20:07:00,Mumbai,0,0,20,0,0
1611,1255,124843.89,Cryptocurrency,NetBanking,Android,2024-03-05 13:53:00,Ahmedabad,0,12,13,1,0
1612,1890,5696.51,Gaming,UPI,Web,2024-08-26 23:45:00,Delhi,1,7,23,0,0
1613,1914,1205.42,Food Delivery,UPI,Android,2024-08-22 09:09:00,Chennai,0,0,9,3,0
1614,1238,41595.77,Cryptocurrency,NetBanking,iPhone,2024-11-03 10:22:00,Delhi,0,12,10,6,0
1615,1414,19442.8,Healthcare,UPI,Android,2024-08-16 00:06:00,Chennai,0,4,0,4,0
1616,419,13453.1,Healthcare,UPI,Android,2024-12-27 08:53:00,Hyderabad,0,6,8,4,0
1618,1977,21413.48,Shopping Mall,UPI,Web,2024-01-11 10:55:00,Hyderabad,0,0,10,3,0
1619,1808,112045.66,Electronics,Card,Android,2024-06-18 10:59:00,Mumbai,0,6,10,1,0
1620,682,5607.15,Restaurant,NetBanking,iPhone,2024-03-01 14:41:00,Delhi,0,4,14,4,0
1621,576,17360.0,Healthcare,UPI,Web,2024-07-05 12:00:00,Ahmedabad,0,6,12,4,0
1622,1336,49401.97,Electronics,NetBanking,Android,2024-05-17 20:31:00,Chennai,0,6,20,4,0
1623,570,167215.92,Cryptocurrency,NetBanking,iPhone,2024-01-15 11:07:00,Mumbai,0,12,11,0,0
1625,78,111823.94,Cryptocurrency,NetBanking,iPhone,2024-01-01 04:45:00,Mumbai,0,16,4,0,0
1626,1897,108857.52,Electronics,Card,Android,2024-11-29 16:51:00,Chennai,0,6,16,4,0
1627,865,148269.9,Cryptocurrency,NetBanking,Web,2024-01-08 02:25:00,Chennai,1,16,2,0,0
1628,1145,3715.04,Restaurant,UPI,Android,2024-06-21 20:03:00,Hyderabad,0,2,20,4,0
1629,1380,2747.69,Fuel,UPI,iPhone,2024-06-27 13:35:00,Hyderabad,0,8,13,3,0
1630,11,8155.57,Entertainment,NetBanking,Web,2024-11-14 19:51:00,Ahmedabad,0,4,19,3,0
1631,1191,6662.46,Entertainment,NetBanking,iPhone,2024-04-14 20:25:00,Mumbai,0,2,20,6,0
1632,307,14932.83,Gaming,NetBanking,Android,2024-06-11 10:47:00,Delhi,0,9,10,1,0
1633,868,7984.19,Fuel,UPI,Android,2024-08-07 14:01:00,Ahmedabad,0,8,14,2,0
1636,1406,4463.55,Travel,Card,Android,2024-10-17 17:44:00,Delhi,0,4,17,3,0
1637,766,7508.51,Gaming,NetBanking,iPhone,2024-10-01 17:16:00,Pune,0,7,17,1,0
1638,1965,196529.45,Cryptocurrency,NetBanking,Android,2024-08-26 03:26:00,Mumbai,1,16,3,0,0
1639,1848,78451.28,Cryptocurrency,NetBanking,iPhone,2024-07-06 06:35:00,Delhi,0,14,6,5,0
1640,1675,3852.36,Fuel,UPI,Web,2024-07-02 04:07:00,Kolkata,0,4,4,1,0
1641,435,5196.88,Fuel,UPI,Web,2024-08-04 21:56:00,Kolkata,0,4,21,6,0
1643,1530,107359.21,Electronics,UPI,Web,2024-11-05 15:40:00,Chennai,0,14,15,1,0
1644,1193,9995.4,Entertainment,UPI,Android,2024-12-17 09:50:00,Mumbai,0,6,9,1,0
1645,1699,121223.58,Cryptocurrency,NetBanking,iPhone,2024-07-18 09:11:00,Pune,0,12,9,3,0
1646,1316,3611.96,Fuel,UPI,Android,2024-10-01 02:16:00,Hyderabad,0,6,2,1,0
1647,1398,71051.37,Travel,NetBanking,Android,2024-05-08 05:53:00,Ahmedabad,1,10,5,2,0
1648,1270,4949.02,Gaming,UPI,iPhone,2024-10-11 08:13:00,Mumbai,0,3,8,4,0
1649,284,4082.12,Gaming,NetBanking,Web,2024-05-10 12:36:00,Bangalore,0,5,12,4,0
1650,1933,2284.91,Fuel,UPI,Android,2024-04-15 09:01:00,Pune,1,0,9,0,0
1651,1217,14777.42,Restaurant,UPI,Web,2024-04-27 11:17:00,Bangalore,0,0,11,5,0
1652,1502,61474.93,Travel,Card,Web,2024-07-17 10:29:00,Ahmedabad,0,8,10,2,0
1653,883,2239.36,Restaurant,UPI,Android,2024-07-17 17:42:00,Chennai,0,4,17,2,0
1654,183,12746.56,Travel,NetBanking,iPhone,2024-03-24 00:03:00,Mumbai,0,12,0,6,0
1655,1989,2378.15,Food Delivery,UPI,Android,2024-08-31 09:11:00,Bangalore,0,0,9,5,0
1656,1888,893.67,Entertainment,Card,Web,2024-12-25 03:55:00,Ahmedabad,0,9,3,2,100
1658,1351,142707.28,Electronics,Card,Android,2024-06-14 15:15:00,Kolkata,0,6,15,4,0
1659,779,921.76,Fuel,Card,Web,2024-02-01 11:53:00,Delhi,0,0,11,3,0
1660,1686,1642.07,Fuel,Card,iPhone,2024-12-03 12:08:00,Hyderabad,0,0,12,1,0
1662,946,5866.35,Groceries,Card,Android,2024-02-15 11:26:00,Mumbai,0,0,11,3,0
1663,516,1467.93,Food Delivery,UPI,Web,2024-01-25 09:42:00,Pune,0,0,9,3,0
1664,1691,694.96,Food Delivery,Card,Android,2024-11-04 08:22:00,Kolkata,0,2,8,0,0
1665,732,82127.37,Travel,UPI,iPhone,2024-01-15 08:33:00,Delhi,0,6,8,0,0
1667,572,80651.06,Electronics,Card,Web,2024-08-16 20:15:00,Kolkata,0,8,20,4,0
1668,1306,141922.53,Cryptocurrency,NetBanking,Web,2024-04-30 10:36:00,Kolkata,1,12,10,1,0
1670,1271,53656.64,Cryptocurrency,NetBanking,Web,2024-11-29 08:59:00,Kolkata,1,12,8,4,0
1671,1207,6707.71,Restaurant,UPI,Android,2024-02-28 17:26:00,Chennai,0,6,17,2,0
1673,245,14452.68,Gaming,Card,Web,2024-06-02 00:49:00,Chennai,1,17,0,6,0
1674,1905,8906.52,Entertainment,UPI,Android,2024-10-06 15:51:00,Pune,0,2,15,6,0
1675,194,1222.08,Food Delivery,UPI,iPhone,2024-04-02 14:54:00,Bangalore,0,0,14,1,0
1676,1100,17595.96,Education,Card,Android,2024-04-28 15:46:00,Hyderabad,0,6,15,6,0
1678,1339,33416.34,Education,Card,iPhone,2024-10-14 15:59:00,Mumbai,1,16,15,0,0
1679,1527,64499.12,Shopping Mall,UPI,Android,2024-05-27 08:10:00,Kolkata,0,6,8,0,0
1680,702,1552.24,Food Delivery,UPI,Android,2024-10-26 20:01:00,Kolkata,0,0,20,5,0
1681,1063,4944.47,Restaurant,UPI,iPhone,2024-07-12 18:45:00,Delhi,0,0,18,4,0
1682,1066,71830.89,Travel,Card,iPhone,2024-12-15 14:27:00,Ahmedabad,0,8,14,6,0
1684,1278,82337.68,Travel,NetBanking,iPhone,2024-01-28 16:35:00,Pune,0,8,16,6,0
1685,788,52274.91,Travel,NetBanking,Android,2024-07-01 03:18:00,Hyderabad,0,12,3,0,0
1686,1098,58193.57,Travel,UPI,Android,2024-12-15 15:32:00,Pune,0,8,15,6,0
1687,1219,47232.26,Shopping Mall,UPI,Web,2024-02-16 13:36:00,Pune,0,9,13,4,100
1688,349,3328.04,Restaurant,Card,Android,2024-03-22 17:29:00,Ahmedabad,0,0,17,4,0
1689,1604,269415.79,Cryptocurrency,NetBanking,Android,2024-08-07 17:23:00,Mumbai,1,16,17,2,0
1690,1799,16170.46,Restaurant,Card,Android,2024-02-21 06:49:00,Pune,0,6,6,2,0
1691,360,1642.36,Food Delivery,UPI,iPhone,2024-07-12 20:03:00,Ahmedabad,0,4,20,4,0
1692,550,9900.28,Restaurant,Card,Web,2024-05-10 13:29:00,Bangalore,0,12,13,4,0
1694,1483,21141.77,Healthcare,Card,Android,2024-06-30 14:22:00,Mumbai,0,14,14,6,0
1696,301,1225.76,Shopping Mall,NetBanking,Android,2024-06-15 11:04:00,Ahmedabad,0,8,11,5,0
1697,1913,3925.28,Restaurant,Card,iPhone,2024-05-16 08:25:00,Hyderabad,0,2,8,3,0
1698,718,3473.77,Groceries,Card,Web,2024-11-26 20:49:00,Ahmedabad,0,0,20,1,0
1699,860,103647.89,Cryptocurrency,NetBanking,iPhone,2024-12-02 12:19:00,Kolkata,1,12,12,0,0
1700,1666,5838.98,Entertainment,UPI,iPhone,2024-12-22 11:47:00,Bangalore,0,0,11,6,0
1701,1292,37233.26,Shopping Mall,UPI,Android,2024-10-21 00:08:00,Bangalore,1,10,0,0,0
1702,620,14522.6,Restaurant,UPI,Web,2024-03-05 14:50:00,Bangalore,0,6,14,1,0
1703,254,17303.56,Shopping Mall,Card,iPhone,2024-09-06 11:10:00,Ahmedabad,0,19,11,4,100
1705,663,5152.46,Fuel,Card,Android,2024-03-16 08:02:00,Ahmedabad,0,2,8,5,0
1706,1300,6907.41,Entertainment,UPI,iPhone,2024-02-22 21:10:00,Ahmedabad,0,0,21,3,0
1707,86,70657.43,Cryptocurrency,NetBanking,Android,2024-12-25 02:34:00,Bangalore,1,16,2,2,0
1710,1361,3161.44,Groceries,UPI,iPhone,2024-10-06 06:55:00,Pune,0,4,6,6,0
1711,1819,2206.34,Food Delivery,UPI,Android,2024-02-05 01:13:00,Bangalore,0,4,1,0,0
1712,1250,87039.01,Travel,NetBanking,iPhone,2024-02-11 17:16:00,Kolkata,0,8,17,6,0
1713,385,1432.25,Groceries,UPI,iPhone,2024-10-08 15:33:00,Chennai,0,0,15,1,0
1714,1960,133719.28,Travel,UPI,Android,2024-04-09 11:28:00,Mumbai,0,8,11,1,0
1715,1514,11240.35,Healthcare,NetBanking,Android,2024-03-24 12:40:00,Pune,0,0,12,6,0
1716,819,17960.03,Gaming,Card,Web,2024-07-18 10:34:00,Bangalore,0,5,10,3,0
1717,383,4806.15,Groceries,Card,Web,2024-06-13 12:49:00,Kolkata,0,0,12,3,0
1719,1674,17438.99,Shopping Mall,Card,Android,2024-10-08 07:28:00,Bangalore,0,6,7,1,0
1720,603,3483.88,Fuel,UPI,iPhone,2024-09-16 13:18:00,Delhi,0,5,13,0,100
1721,1231,26020.42,Education,UPI,Web,2024-10-06 14:34:00,Chennai,0,6,14,6,0
1722,1781,11062.51,Gaming,UPI,iPhone,2024-09-30 01:49:00,Ahmedabad,1,16,1,0,100
1723,190,788.62,Fuel,UPI,Web,2024-10-01 11:51:00,Delhi,0,2,11,1,0
1724,499,101796.64,Cryptocurrency,NetBanking,Web,2024-09-09 03:07:00,Ahmedabad,0,16,3,0,0
1725,1036,25415.62,Healthcare,Card,Android,2024-02-10 04:43:00,Hyderabad,0,8,4,5,0
1726,1968,67109.65,Education,UPI,Android,2024-03-31 08:42:00,Hyderabad,0,6,8,6,0
1727,1204,2603.73,Food Delivery,Card,iPhone,2024-11-27 09:29:00,Chennai,0,0,9,2,0
1728,1893,243712.56,Cryptocurrency,NetBanking,iPhone,2024-06-04 06:34:00,Kolkata,1,14,6,1,0
1729,851,67681.41,Cryptocurrency,NetBanking,Android,2024-03-04 08:46:00,Mumbai,1,16,8,0,0
1730,85,8585.68,Entertainment,UPI,Android,2024-10-09 01:47:00,Hyderabad,0,10,1,2,0
1731,546,2027.2,Food Delivery,UPI,Web,2024-11-20 08:17:00,Bangalore,0,0,8,2,0
1732,1559,15885.08,Education,UPI,iPhone,2024-10-25 15:45:00,Delhi,0,8,15,4,0
1733,639,4032.9,Restaurant,UPI,Web,2024-07-24 19:09:00,Kolkata,0,0,19,2,0
1736,954,7476.04,Entertainment,NetBanking,Web,2024-07-27 20:05:00,Chennai,0,0,20,5,0
1737,1123,167519.75,Electronics,NetBanking,Android,2024-10-06 09:53:00,Pune,0,6,9,6,0
1738,1017,4945.68,Entertainment,Card,iPhone,2024-01-10 15:21:00,Kolkata,0,2,15,2,0
1740,193,11138.22,Restaurant,NetBanking,iPhone,2024-06-17 17:16:00,Chennai,0,6,17,0,0
1741,947,256875.78,Cryptocurrency,NetBanking,Web,2024-07-26 05:54:00,Kolkata,1,14,5,4,0
1742,1798,27102.98,Travel,Card,Web,2024-01-10 16:33:00,Mumbai,0,8,16,2,0
1743,1778,538.75,Fuel,Card,Web,2024-10-13 14:55:00,Pune,0,5,14,6,100
1744,248,25435.99,Gaming,NetBanking,Android,2024-07-01 15:53:00,Kolkata,0,9,15,0,0
1746,1610,57007.43,Shopping Mall,NetBanking,iPhone,2024-01-06 14:55:00,Bangalore,0,6,14,5,0
1747,1279,10668.2,Entertainment,NetBanking,Android,2024-03-20 14:07:00,Delhi,0,6,14,2,0
1748,1072,41240.62,Shopping Mall,NetBanking,Android,2024-07-09 12:07:00,Bangalore,0,9,12,1,100
1749,758,4032.81,Restaurant,UPI,iPhone,2024-08-27 16:10:00,Kolkata,0,0,16,1,0
1750,1221,23139.39,Healthcare,UPI,iPhone,2024-02-19 09:49:00,Pune,0,6,9,0,0
1751,1675,10170.58,Gaming,UPI,iPhone,2024-11-06 09:35:00,Kolkata,0,5,9,2,0
1752,1681,4369.62,Groceries,Card,iPhone,2024-06-19 16:05:00,Chennai,0,4,16,2,0
1753,520,186973.9,Electronics,Card,Android,2024-05-21 08:04:00,Delhi,0,8,8,1,0
1754,756,2556.85,Food Delivery,UPI,Android,2024-07-09 17:18:00,Chennai,0,2,17,1,0
1755,123,4487.24,Groceries,UPI,Web,2024-01-15 07:30:00,Bangalore,0,2,7,0,0
1756,1868,1149.52,Healthcare,Card,iPhone,2024-03-18 18:53:00,Ahmedabad,0,0,18,0,0
1757,1558,6268.5,Entertainment,UPI,iPhone,2024-03-26 23:14:00,Kolkata,0,0,23,1,0
1758,632,333.14,Groceries,UPI,Android,2024-09-03 14:29:00,Kolkata,0,0,14,1,0
1759,319,264397.83,Cryptocurrency,NetBanking,Android,2024-04-10 04:55:00,Chennai,1,22,4,2,0
1760,832,19497.83,Education,NetBanking,Android,2024-01-31 09:11:00,Kolkata,0,6,9,2,0
1761,1230,4387.14,Groceries,Card,iPhone,2024-06-06 17:45:00,Chennai,0,0,17,3,0
1762,241,11285.58,Gaming,Card,Web,2024-11-02 18:08:00,Pune,0,7,18,5,0
1763,80,16634.94,Gaming,Card,iPhone,2024-04-02 21:31:00,Kolkata,0,9,21,1,0
1764,1474,162.09,Groceries,Card,iPhone,2024-02-01 22:19:00,Hyderabad,0,2,22,3,0
1765,1317,105311.11,Travel,Card,Web,2024-02-12 16:13:00,Chennai,0,8,16,0,0
1766,1213,63399.0,Travel,UPI,iPhone,2024-10-21 17:01:00,Chennai,1,10,17,0,0
1767,1018,3600.99,Education,NetBanking,iPhone,2024-09-19 20:56:00,Ahmedabad,0,0,20,3,0
1769,1692,32651.08,Travel,NetBanking,Android,2024-03-14 08:24:00,Pune,1,16,8,3,0
1770,490,3785.84,Restaurant,Card,Android,2024-08-29 11:42:00,Delhi,0,10,11,3,0
1771,1817,17694.64,Restaurant,NetBanking,Web,2024-05-04 20:21:00,Kolkata,0,2,20,5,0
1772,750,2187.31,Entertainment,UPI,iPhone,2024-08-08 00:31:00,Bangalore,0,4,0,3,0
1773,66,61545.83,Travel,Card,Android,2024-11-08 19:27:00,Bangalore,0,8,19,4,0
1774,959,8134.8,Restaurant,UPI,iPhone,2024-04-28 10:01:00,Delhi,0,6,10,6,0
1775,1995,1963.37,Food Delivery,Card,iPhone,2024-10-29 06:10:00,Hyderabad,0,2,6,1,0
1776,477,71526.51,Travel,UPI,iPhone,2024-05-05 08:02:00,Hyderabad,0,8,8,6,0
1777,1029,29156.6,Shopping Mall,UPI,Android,2024-07-19 05:34:00,Ahmedabad,1,8,5,4,0
1778,85,8531.09,Gaming,UPI,Android,2024-02-27 15:28:00,Hyderabad,0,7,15,1,0
1779,1261,33571.89,Travel,UPI,Android,2024-05-29 04:41:00,Kolkata,0,12,4,2,0
1780,1595,2507.77,Food Delivery,Card,iPhone,2024-06-16 16:47:00,Ahmedabad,0,0,16,6,0
1781,604,14132.71,Healthcare,Card,Android,2024-04-19 17:29:00,Mumbai,0,6,17,4,0
1782,11,11241.0,Healthcare,NetBanking,Web,2024-05-19 08:42:00,Ahmedabad,0,4,8,6,0
1783,337,4974.38,Shopping Mall,UPI,iPhone,2024-02-27 00:53:00,Pune,0,6,0,1,0
1784,1284,1254.51,Entertainment,NetBanking,Android,2024-09-27 19:45:00,Bangalore,0,0,19,4,0
1785,43,5697.93,Entertainment,Card,Android,2024-05-06 10:31:00,Kolkata,0,4,10,0,0
1786,562,1464.8,Food Delivery,UPI,Android,2024-05-25 13:01:00,Chennai,0,0,13,5,0
1787,1627,42251.04,Travel,Card,iPhone,2024-09-04 03:48:00,Hyderabad,1,20,3,2,0
1788,64,226681.05,Cryptocurrency,NetBanking,Android,2024-07-03 00:20:00,Mumbai,1,16,0,2,0
1789,1580,544.48,Fuel,UPI,Web,2024-02-02 20:21:00,Chennai,1,10,20,4,0
1790,467,109779.77,Travel,Card,Web,2024-07-10 09:37:00,Kolkata,0,8,9,2,0
1791,1838,28947.87,Healthcare,Card,Web,2024-12-06 22:22:00,Delhi,1,6,22,4,0
1792,988,36609.26,Education,UPI,iPhone,2024-06-12 15:52:00,Kolkata,0,6,15,2,0
1793,394,131953.76,Electronics,NetBanking,iPhone,2024-06-18 08:13:00,Mumbai,0,6,8,1,0
1794,305,111379.19,Electronics,UPI,iPhone,2024-04-02 13:32:00,Hyderabad,0,6,13,1,0
1795,207,170318.54,Cryptocurrency,NetBanking,Web,2024-09-05 16:11:00,Kolkata,0,12,16,3,0
1796,1707,122358.98,Electronics,Card,Web,2024-04-29 18:54:00,Mumbai,0,8,18,0,0
1797,609,20213.66,Restaurant,UPI,Android,2024-04-10 16:17:00,Mumbai,0,6,16,2,0
1798,847,109489.38,Travel,UPI,iPhone,2024-09-17 22:47:00,Hyderabad,0,12,22,1,0
1799,1940,2628.03,Groceries,UPI,Android,2024-12-21 21:16:00,Kolkata,0,2,21,5,0
1803,637,2617.65,Food Delivery,UPI,iPhone,2024-03-16 12:36:00,Hyderabad,0,0,12,5,0
1804,284,9786.38,Restaurant,UPI,Android,2024-10-09 11:13:00,Bangalore,0,6,11,2,0
1805,204,561.45,Entertainment,NetBanking,Android,2024-10-07 12:42:00,Bangalore,0,5,12,0,100
1808,469,2665.0,Fuel,UPI,Android,2024-09-29 03:23:00,Pune,1,8,3,6,0
1809,268,8479.48,Entertainment,NetBanking,Web,2024-09-21 07:53:00,Mumbai,0,6,7,5,0
1810,764,61402.29,Education,NetBanking,iPhone,2024-03-07 21:13:00,Kolkata,0,8,21,3,0
1811,1670,580.41,Food Delivery,Card,iPhone,2024-05-31 13:36:00,Bangalore,0,0,13,4,0
1812,555,1658.03,Food Delivery,UPI,Android,2024-06-26 08:14:00,Chennai,0,0,8,2,0
1813,878,1959.97,Food Delivery,UPI,iPhone,2024-07-09 09:47:00,Hyderabad,0,0,9,1,0
1814,247,138492.5,Travel,Card,iPhone,2024-04-06 08:13:00,Mumbai,0,8,8,5,0
1815,1680,14870.16,Shopping Mall,UPI,Android,2024-12-28 11:45:00,Bangalore,0,6,11,5,0
1816,461,14518.49,Electronics,UPI,iPhone,2024-08-15 08:33:00,Pune,1,9,8,3,100
1817,154,141137.43,Electronics,NetBanking,Web,2024-11-20 20:50:00,Mumbai,0,8,20,2,0
1818,1458,31027.34,Shopping Mall,Card,iPhone,2024-06-27 21:12:00,Bangalore,1,9,21,3,100
1819,1125,16751.23,Gaming,Card,Android,2024-10-13 13:18:00,Mumbai,0,8,13,6,100
1820,1318,85664.6,Cryptocurrency,NetBanking,Web,2024-09-11 15:36:00,Bangalore,0,12,15,2,0
1822,457,2635.45,Food Delivery,UPI,Android,2024-12-24 19:05:00,Delhi,0,0,19,1,0
1823,67,98088.54,Travel,UPI,Web,2024-01-09 05:46:00,Mumbai,1,23,5,1,100
1824,1251,56316.65,Cryptocurrency,NetBanking,iPhone,2024-01-05 21:54:00,Mumbai,0,12,21,4,0
1825,1811,17221.38,Shopping Mall,UPI,Android,2024-11-13 15:46:00,Mumbai,0,4,15,2,0
1826,685,24151.25,Gaming,Card,Android,2024-08-25 06:48:00,Pune,0,5,6,6,0
1827,413,7217.94,Entertainment,NetBanking,Web,2024-03-28 13:29:00,Delhi,0,4,13,3,0
1828,289,802.43,Food Delivery,UPI,iPhone,2024-04-30 12:00:00,Mumbai,0,4,12,1,0
1829,722,103304.42,Cryptocurrency,NetBanking,Android,2024-06-11 05:36:00,Hyderabad,1,16,5,1,0
1830,1132,157463.55,Cryptocurrency,NetBanking,Android,2024-01-18 02:18:00,Mumbai,0,18,2,3,0
1831,1132,45610.69,Education,NetBanking,Web,2024-04-05 11:44:00,Mumbai,0,6,11,4,0
1832,1498,192862.42,Cryptocurrency,NetBanking,Web,2024-05-31 14:25:00,Hyderabad,1,12,14,4,0
1833,379,66847.66,Shopping Mall,UPI,Web,2024-02-03 09:53:00,Kolkata,0,6,9,5,0
1834,344,371.71,Groceries,Card,Android,2024-05-18 18:24:00,Bangalore,0,0,18,5,0
1835,621,4899.97,Groceries,UPI,iPhone,2024-03-22 20:43:00,Kolkata,0,2,20,4,0
1836,752,12246.18,Electronics,Card,Android,2024-07-03 10:34:00,Hyderabad,0,6,10,2,0
1837,1969,22795.88,Shopping Mall,UPI,Web,2024-03-18 00:58:00,Delhi,0,10,0,0,0
1838,156,4590.45,Gaming,Card,Android,2024-03-16 18:08:00,Mumbai,0,3,18,5,0
1839,116,12966.85,Education,NetBanking,Android,2024-06-24 22:39:00,Delhi,0,0,22,0,0
1840,1472,35473.4,Electronics,Card,Android,2024-10-12 04:35:00,Delhi,1,14,4,5,0
1841,1180,57514.7,Shopping Mall,Card,iPhone,2024-08-24 11:09:00,Delhi,0,2,11,5,0
1842,1252,5524.28,Entertainment,NetBanking,iPhone,2024-01-08 20:40:00,Hyderabad,1,17,20,0,100
1843,701,37698.11,Healthcare,Card,iPhone,2024-09-02 13:34:00,Mumbai,0,6,13,0,0
1844,1715,25742.43,Healthcare,NetBanking,iPhone,2024-02-27 22:30:00,Bangalore,0,6,22,1,0
1845,1654,34770.76,Education,UPI,iPhone,2024-09-23 07:18:00,Pune,0,6,7,0,0
1846,550,1545.0,Food Delivery,UPI,Web,2024-04-20 13:18:00,Bangalore,0,10,13,5,0
1847,1398,13176.16,Education,UPI,Web,2024-08-11 13:48:00,Ahmedabad,0,0,13,6,0
1848,175,9060.92,Entertainment,NetBanking,Web,2024-03-18 16:15:00,Mumbai,0,6,16,0,0
1849,1169,1910.86,Fuel,UPI,Web,2024-07-14 12:38:00,Delhi,0,0,12,6,0
1850,1706,8274.83,Healthcare,NetBanking,Android,2024-05-29 19:12:00,Ahmedabad,0,6,19,2,0
1851,41,1204.98,Food Delivery,UPI,Android,2024-06-18 06:35:00,Pune,0,2,6,1,0
1853,455,260473.45,Cryptocurrency,NetBanking,iPhone,2024-01-12 11:57:00,Delhi,0,12,11,4,0
1854,1248,29160.91,Electronics,UPI,iPhone,2024-12-28 01:42:00,Mumbai,1,10,1,5,0
1856,1565,13617.99,Shopping Mall,Card,iPhone,2024-10-14 18:16:00,Mumbai,0,6,18,0,0
1857,1356,7637.01,Fuel,UPI,Android,2024-07-29 15:13:00,Mumbai,0,4,15,0,0
1858,1387,590.76,Food Delivery,Card,Android,2024-06-17 13:45:00,Pune,0,4,13,0,0
1859,143,1396.0,Fuel,Card,iPhone,2024-08-06 11:38:00,Bangalore,0,0,11,1,0
1860,1904,24656.95,Education,UPI,Android,2024-12-24 12:13:00,Chennai,0,6,12,1,0
1861,119,302.71,Food Delivery,UPI,Android,2024-06-22 10:31:00,Kolkata,0,0,10,5,0
